filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
batch_0.fast5	006f009b-c49a-4c09-8e0a-3fa2f1c83736	91f216faec432f6717a2618d5a951d151cf86098	0	309	1	11319.013280	14.522244	4374	TRUE	11323.576361	2999	9.959163	327	10.971762	0.000000	90.599541	14.930805	90.599541	14.930805
batch_0.fast5	0016f4e6-0d2c-47e9-8008-fc8521e40b26	91f216faec432f6717a2618d5a951d151cf86098	0	25	1	11382.673307	10.059097	3029	TRUE	11383.945883	2646	8.786521	887	9.878089	0.000000	84.076378	13.336253	84.076378	13.336253
batch_0.fast5	0046c12f-042e-4c2e-bb46-b37da8fcd0db	91f216faec432f6717a2618d5a951d151cf86098	0	192	1	11478.850266	9.223108	2778	TRUE	11480.305777	2339	7.767596	643	9.980990	0.000000	74.654022	12.176579	74.654022	12.176579
batch_0.fast5	005583c0-5f12-410c-94d8-c8c986e33b3e	91f216faec432f6717a2618d5a951d151cf86098	0	216	3	11580.711487	10.298805	3102	TRUE	11583.051461	2397	7.958831	494	10.969523	0.000000	70.740128	11.161864	70.740128	11.161864
batch_0.fast5	00567a21-0990-452c-84b4-c438a7c34bd8	91f216faec432f6717a2618d5a951d151cf86098	0	481	4	11502.428619	9.549137	2876	TRUE	11504.251992	2327	7.725764	690	10.397639	0.000000	80.597351	12.466497	80.597351	12.466497
batch_0.fast5	005b07e0-7d0f-44e0-addf-7199fecd6610	91f216faec432f6717a2618d5a951d151cf86098	0	31	1	11416.724768	10.503984	3163	TRUE	11418.134130	2739	9.094622	614	10.186522	0.000000	80.597351	13.916090	80.597351	13.916090
batch_0.fast5	004a3707-2f5f-4744-b46d-fb6797a65cc9	91f216faec432f6717a2618d5a951d151cf86098	0	318	2	11515.987716	10.987052	3309	TRUE	11517.275896	2921	9.698871	919	8.153128	0.000000	65.521591	8.117720	65.521591	8.117720
batch_0.fast5	00c1724c-49a0-4551-81ca-7db3c0d46c5d	91f216faec432f6717a2618d5a951d151cf86098	0	322	4	11441.440239	15.320385	4614	TRUE	11442.891766	4177	13.868858	1075	11.491940	0.000000	82.481827	13.336253	82.481827	13.336253
batch_0.fast5	00ed5025-86c6-4eaf-a1df-6b5129e5d603	91f216faec432f6717a2618d5a951d151cf86098	0	418	2	11533.434263	13.033533	3925	TRUE	11536.477092	3009	9.990704	877	10.993188	0.000000	79.147758	12.466497	79.147758	12.466497
batch_0.fast5	0161c7af-68ff-45fe-9c4f-96d89b0f7375	91f216faec432f6717a2618d5a951d151cf86098	0	445	3	11414.629814	6.551793	1973	TRUE	11414.935259	1881	6.246348	531	11.284677	0.000000	86.250763	12.901375	86.250763	12.901375
batch_0.fast5	01cbd8cc-9839-48d5-b9b0-28ef32254193	91f216faec432f6717a2618d5a951d151cf86098	0	193	2	11437.736720	11.263280	3392	TRUE	11440.443559	2577	8.556441	614	9.837890	0.000000	80.017517	12.466497	80.017517	12.466497
batch_0.fast5	00a978ba-1102-4a9c-af79-fb7f3b16c24a	91f216faec432f6717a2618d5a951d151cf86098	0	242	2	11365.359894	26.770252	8063	TRUE	11367.791501	7330	24.338645	2017	8.312995	0.000000	75.813698	12.611457	75.813698	12.611457
batch_0.fast5	00e4ee06-465a-424b-9df6-523ee7873e14	91f216faec432f6717a2618d5a951d151cf86098	0	423	2	11609.306109	21.108566	6357	TRUE	11609.453851	6313	20.960823	1340	9.793419	0.000000	73.494347	11.741701	73.494347	11.741701
batch_0.fast5	013dae1e-ecbf-4c18-878d-179a53c990eb	91f216faec432f6717a2618d5a951d151cf86098	0	350	3	11475.895418	12.296149	3703	TRUE	11476.049469	3657	12.142098	1010	9.665737	0.000000	78.567924	10.437067	78.567924	10.437067
batch_0.fast5	01d03aab-b0d1-473d-b679-1fa13bac8073	91f216faec432f6717a2618d5a951d151cf86098	0	123	1	11521.430943	10.757304	3240	TRUE	11521.720784	3152	10.467463	699	10.608109	0.000000	77.988091	10.437067	77.988091	10.437067
batch_0.fast5	01c6d820-658e-429b-93b0-678272d9f8a3	91f216faec432f6717a2618d5a951d151cf86098	0	79	4	11556.191899	10.627822	3201	TRUE	11556.580013	3084	10.239708	798	9.215442	0.000000	73.204430	12.466497	73.204430	12.466497
batch_0.fast5	003f4778-e743-4efd-8f7e-7227f375b361	91f216faec432f6717a2618d5a951d151cf86098	0	389	1	11575.472444	12.448539	3749	TRUE	11577.428619	3160	10.492364	807	11.156816	0.000000	80.452393	12.756416	80.452393	12.756416
batch_0.fast5	01d2a6b0-6eaf-4c65-9792-cd6d37147790	91f216faec432f6717a2618d5a951d151cf86098	0	393	4	11432.921315	10.615870	3197	TRUE	11433.150398	3128	10.386786	753	9.097672	0.000000	75.233864	9.857230	75.233864	9.857230
batch_0.fast5	0156307d-34bb-4987-bb24-8da1bd877036	91f216faec432f6717a2618d5a951d151cf86098	0	42	1	11473.280544	14.911023	4491	TRUE	11475.279548	3889	12.912019	910	8.024356	0.000000	67.695976	9.857230	67.695976	9.857230
batch_0.fast5	023a52a2-130e-4d66-8c83-310120e7a604	91f216faec432f6717a2618d5a951d151cf86098	0	455	2	11621.012948	11.910027	3587	TRUE	11621.309429	3498	11.613546	839	11.197335	0.000000	82.481827	12.466497	82.481827	12.466497
batch_0.fast5	019c3647-616d-460a-a59a-f0ff11cbab7a	91f216faec432f6717a2618d5a951d151cf86098	0	107	4	11459.819389	12.802125	3856	TRUE	11461.000000	3500	11.621514	836	9.670337	0.000000	71.464920	12.756416	71.464920	12.756416
batch_0.fast5	02e543da-b1a2-4d52-9889-7cda57563b14	91f216faec432f6717a2618d5a951d151cf86098	0	175	3	11610.627158	8.402390	2530	TRUE	11610.772908	2486	8.256640	661	9.273182	0.000000	68.855652	9.712271	68.855652	9.712271
batch_0.fast5	0244e993-408b-4219-bb74-251eb99f40d0	91f216faec432f6717a2618d5a951d151cf86098	0	332	4	11365.721116	16.488048	4966	TRUE	11367.234396	4510	14.974768	1419	10.622423	0.000000	80.452393	12.756416	80.452393	12.756416
batch_0.fast5	00cf0492-86ff-41c9-add8-45e122aeed53	91f216faec432f6717a2618d5a951d151cf86098	0	306	4	11365.409363	29.204847	8796	TRUE	11367.490372	8169	27.123838	2145	10.968944	0.000000	76.103615	12.901375	76.103615	12.901375
batch_0.fast5	0207740f-1bfe-444a-ae35-61b38f2b383c	91f216faec432f6717a2618d5a951d151cf86098	0	454	1	11452.493360	10.764940	3242	TRUE	11454.300797	2698	8.957503	663	7.916300	0.000000	86.830605	14.495927	86.830605	14.495927
batch_0.fast5	01948954-1311-4bcf-9a8f-6fc9f04c863e	91f216faec432f6717a2618d5a951d151cf86098	0	371	1	11514.533201	20.385790	6140	TRUE	11514.734728	6079	20.184263	978	9.871731	0.000000	74.943947	13.771131	74.943947	13.771131
batch_0.fast5	028e1397-0c6c-4150-9229-3101a2bbd3da	91f216faec432f6717a2618d5a951d151cf86098	0	491	1	11544.902058	22.444887	6760	TRUE	11546.917995	6153	20.428951	1599	10.446448	0.000000	81.612068	13.771131	81.612068	13.771131
batch_0.fast5	0290942c-828d-4886-a344-b646b9b4a36f	91f216faec432f6717a2618d5a951d151cf86098	0	46	1	11586.015936	10.296481	3101	TRUE	11586.149070	3061	10.163347	778	8.547555	0.000000	72.769554	8.697556	72.769554	8.697556
batch_0.fast5	01b4af6b-23bf-409d-885e-c5d19fa397f3	91f216faec432f6717a2618d5a951d151cf86098	0	344	2	11386.627490	7.224436	2176	TRUE	11390.635790	968	3.216135	226	13.111911	0.000000	92.918892	13.916090	92.918892	13.916090
batch_0.fast5	00a92ef8-35df-4972-8d54-f786d3457292	91f216faec432f6717a2618d5a951d151cf86098	0	64	4	11467.121846	40.145086	12091	TRUE	11468.954515	11539	38.312417	2811	10.116205	0.000000	76.538498	13.916090	76.538498	13.916090
batch_0.fast5	0407fa34-c04a-46ab-b41b-d0df5965b91f	91f216faec432f6717a2618d5a951d151cf86098	0	135	1	11337.605246	13.841965	4169	TRUE	11337.877158	4087	13.570053	966	10.149595	0.000000	72.624596	10.582026	72.624596	10.582026
batch_0.fast5	02e4a09b-7f3d-43c6-aa6b-632065dd8cd5	91f216faec432f6717a2618d5a951d151cf86098	0	181	2	11429.429283	19.365538	5832	TRUE	11429.587317	5785	19.207503	1357	9.020587	0.000000	74.074188	13.191294	74.074188	13.191294
batch_0.fast5	0111b1b7-d838-4610-8e9f-a71ed4f5070f	91f216faec432f6717a2618d5a951d151cf86098	0	271	1	11496.821049	21.766268	6556	TRUE	11496.953851	6516	21.633466	1642	9.929471	0.000000	82.481827	13.626171	82.481827	13.626171
batch_0.fast5	01e2515f-5158-41dd-a037-17352a75b006	91f216faec432f6717a2618d5a951d151cf86098	0	39	3	11522.252988	11.385126	3429	TRUE	11524.522244	2745	9.115870	626	10.476544	0.000000	80.597351	12.901375	80.597351	12.901375
batch_0.fast5	02004fbb-8a9d-4391-94b5-9a509f4d5924	91f216faec432f6717a2618d5a951d151cf86098	0	410	2	11428.203187	37.056773	11161	TRUE	11428.538513	11060	36.721448	1723	10.896453	0.000000	80.887276	12.176579	80.887276	12.176579
batch_0.fast5	031303fc-c7bc-4b17-9849-e6c9c8cf480c	91f216faec432f6717a2618d5a951d151cf86098	0	148	3	11308.225100	25.461487	7669	TRUE	11311.640438	6640	22.046149	1363	11.040126	0.000000	80.887276	13.481213	80.887276	13.481213
batch_0.fast5	05717885-0437-4f23-b37e-554bec63f45c	91f216faec432f6717a2618d5a951d151cf86098	0	41	2	11312.218127	7.308433	2201	TRUE	11312.351594	2161	7.174967	571	9.573028	0.000000	76.248573	11.741701	76.248573	11.741701
batch_0.fast5	03181cd2-8765-4317-9ad4-58957a996840	91f216faec432f6717a2618d5a951d151cf86098	0	299	2	11489.384462	25.396082	7649	TRUE	11491.729084	6943	23.051461	680	9.083423	0.000000	82.771744	13.481213	82.771744	13.481213
batch_0.fast5	0413312c-4360-464d-8386-a4b0010570b5	91f216faec432f6717a2618d5a951d151cf86098	0	40	3	11527.795817	17.239708	5192	TRUE	11531.941899	3943	13.093625	273	8.053303	0.000000	78.712883	12.901375	78.712883	12.901375
batch_0.fast5	045b54e6-9975-46f2-9b03-c472444b7717	91f216faec432f6717a2618d5a951d151cf86098	0	177	3	11560.134794	10.017596	3017	TRUE	11560.303453	2966	9.848938	492	9.202522	0.000000	73.059471	10.871945	73.059471	10.871945
batch_0.fast5	03b29d0f-234c-40b2-8eec-d7e37034121d	91f216faec432f6717a2618d5a951d151cf86098	0	304	4	11445.644090	12.988712	3912	TRUE	11448.741036	2979	9.891766	747	7.204997	0.000000	71.754837	10.726986	71.754837	10.726986
batch_0.fast5	03d509f6-8972-4e78-a34e-a6efc14ef7ed	91f216faec432f6717a2618d5a951d151cf86098	0	127	2	11314.082669	11.048473	3327	TRUE	11315.191235	2993	9.939907	680	10.003823	0.000000	85.670929	13.336253	85.670929	13.336253
batch_0.fast5	03d68b4a-dffd-4f9f-a248-de0a92136a39	91f216faec432f6717a2618d5a951d151cf86098	0	488	3	11384.444223	8.979084	2704	TRUE	11385.575033	2363	7.848274	788	11.081723	0.000000	86.250763	12.756416	86.250763	12.756416
batch_0.fast5	04783a2b-d28f-41fe-8946-164ceef3d68b	91f216faec432f6717a2618d5a951d151cf86098	0	76	1	11578.288181	9.757304	2938	TRUE	11579.494356	2575	8.551129	787	8.961036	0.000000	80.597351	12.176579	80.597351	12.176579
batch_0.fast5	051e3ec8-5291-4473-983b-5d8badea728b	91f216faec432f6717a2618d5a951d151cf86098	0	108	1	11517.898406	11.226096	3381	TRUE	11519.647742	2854	9.476760	842	11.443641	0.000000	81.612068	12.466497	81.612068	12.466497
batch_0.fast5	0423f616-0993-459c-b1a8-765270ce093a	91f216faec432f6717a2618d5a951d151cf86098	0	65	1	11354.762284	10.091301	3039	TRUE	11356.705511	2454	8.148074	704	9.540591	0.000000	80.597351	11.016905	80.597351	11.016905
batch_0.fast5	043cb80d-f823-493a-8755-de2d3e05018b	91f216faec432f6717a2618d5a951d151cf86098	0	240	3	11419.110226	12.121846	3651	TRUE	11420.632802	3192	10.599270	530	10.632061	0.000000	78.567924	14.495927	78.567924	14.495927
batch_0.fast5	027b68de-93bc-4489-a5d7-405c86b1c10c	91f216faec432f6717a2618d5a951d151cf86098	0	277	2	11476.377158	14.906707	4489	TRUE	11479.890438	3431	11.393426	844	11.739772	0.000000	80.597351	11.741701	80.597351	11.741701
batch_0.fast5	049ae67a-057b-4590-a7c1-292c203ccc03	91f216faec432f6717a2618d5a951d151cf86098	0	154	3	11526.117862	20.970452	6316	TRUE	11528.182935	5694	18.905378	1061	9.283325	0.000000	80.742317	13.626171	80.742317	13.626171
batch_0.fast5	0578ea86-e7ba-42f5-8559-a8b87e273d7f	91f216faec432f6717a2618d5a951d151cf86098	0	345	2	11381.696879	7.476428	2251	TRUE	11381.837649	2209	7.335657	541	9.073672	0.000000	79.292725	12.901375	79.292725	12.901375
batch_0.fast5	0281e98b-be35-445e-a4b9-c7999a839289	91f216faec432f6717a2618d5a951d151cf86098	0	275	1	11568.170983	14.077689	4240	TRUE	11570.115870	3654	12.132802	954	11.860876	0.000000	82.336868	12.466497	82.336868	12.466497
batch_0.fast5	0541ca56-6ef7-40b9-afb0-9d89fbebd0a4	91f216faec432f6717a2618d5a951d151cf86098	0	415	4	11459.723108	8.664675	2609	TRUE	11461.085325	2199	7.302457	616	11.379805	0.000000	83.786461	14.061049	83.786461	14.061049
batch_0.fast5	05598b3e-f049-49b6-889c-7c88e4bf7f8a	91f216faec432f6717a2618d5a951d151cf86098	0	268	4	11572.185591	3.397410	1023	TRUE	11573.837649	525	1.745352	156	10.360196	0.000000	86.830605	12.321538	86.830605	12.321538
batch_0.fast5	061ccf72-226f-4386-8440-fede1593aade	91f216faec432f6717a2618d5a951d151cf86098	0	404	2	11317.672311	10.392430	3130	TRUE	11319.887118	2463	8.177623	735	11.472516	0.000000	84.221336	13.916090	84.221336	13.916090
batch_0.fast5	028db511-8b10-43b3-938e-1dc367ed89bd	91f216faec432f6717a2618d5a951d151cf86098	0	478	4	11362.795485	16.306773	4911	TRUE	11364.165007	4499	14.937251	1379	8.134151	0.000000	75.088905	8.407638	75.088905	8.407638
batch_0.fast5	04ef5a05-4d20-4b8e-9d5c-91c6894c2e8d	91f216faec432f6717a2618d5a951d151cf86098	0	31	1	11349.826693	17.422311	5247	TRUE	11350.012284	5191	17.236720	1321	10.023894	0.000000	78.567924	13.336253	78.567924	13.336253
batch_0.fast5	04ce9c3a-2331-47c6-b6e1-5a1ad9999b0d	91f216faec432f6717a2618d5a951d151cf86098	0	112	1	11358.350598	11.033201	3323	TRUE	11359.793161	2888	9.590637	788	10.719560	0.000000	82.336868	13.626171	82.336868	13.626171
batch_0.fast5	03d47724-88d4-4966-8e38-c791b5c761b0	91f216faec432f6717a2618d5a951d151cf86098	0	377	2	11434.686587	15.160027	4566	TRUE	11437.396082	3750	12.450531	754	11.843937	0.000000	85.381012	14.061049	85.381012	14.061049
batch_0.fast5	02a3f508-1850-4053-ade4-ba7c38e08dfc	91f216faec432f6717a2618d5a951d151cf86098	0	323	3	11299.962815	38.538513	11607	TRUE	11301.585989	11118	36.915339	2775	11.206856	0.000000	81.757027	12.176579	81.757027	12.176579
batch_0.fast5	06ccb0b1-cb69-4f41-aaf2-bd7ec5bb0ca1	91f216faec432f6717a2618d5a951d151cf86098	0	262	3	11442.428619	6.377490	1920	TRUE	11443.272576	1666	5.533533	431	8.659188	0.000000	80.307434	14.930805	80.307434	14.930805
batch_0.fast5	05afe0e5-d1f0-4bca-8796-02d576a7238e	91f216faec432f6717a2618d5a951d151cf86098	0	212	4	11561.488048	9.768924	2942	TRUE	11564.012616	2182	7.244356	443	9.861444	0.000000	82.336868	14.206009	82.336868	14.206009
batch_0.fast5	0723f405-817c-49be-8dff-7f2575bd5e6a	91f216faec432f6717a2618d5a951d151cf86098	0	389	1	11414.629814	5.244688	1579	TRUE	11415.378154	1354	4.496348	379	11.161876	0.000000	80.597351	12.611457	80.597351	12.611457
batch_0.fast5	09cf3ba3-a5b6-4f8f-87e9-d12c5341d06f	91f216faec432f6717a2618d5a951d151cf86098	0	218	4	11492.992032	13.821713	4163	TRUE	11493.124834	4123	13.688911	1181	9.970662	0.000000	74.943947	11.741701	74.943947	11.741701
batch_0.fast5	01bd29a5-7a98-4b0c-91d6-f414fee29cf3	91f216faec432f6717a2618d5a951d151cf86098	0	253	1	11370.252324	37.344622	11248	TRUE	11370.490040	11176	37.106906	2082	10.734832	0.000000	84.511253	14.930805	84.511253	14.930805
batch_0.fast5	04799bf0-c4a3-45ea-86be-3b99641a53af	91f216faec432f6717a2618d5a951d151cf86098	0	10	4	11481.416335	16.266600	4899	TRUE	11481.549137	4859	16.133798	1133	10.009830	0.000000	80.742317	11.161864	80.742317	11.161864
batch_0.fast5	0228d463-5927-4ec5-9770-d0c4b92eadf7	91f216faec432f6717a2618d5a951d151cf86098	0	93	4	11495.255644	41.032869	12359	TRUE	11497.183599	11778	39.104914	2866	10.382058	0.000000	86.395729	13.626171	86.395729	13.626171
batch_0.fast5	035271ea-d7bc-4849-96b9-9a6dea4227e7	91f216faec432f6717a2618d5a951d151cf86098	0	123	1	11621.920983	5.687583	1713	TRUE	11623.202523	1327	4.406042	391	10.810985	0.000000	84.366295	12.756416	84.366295	12.756416
batch_0.fast5	0d74b52a-eb2d-47a2-92b6-73900168e2ba	91f216faec432f6717a2618d5a951d151cf86098	0	506	3	11615.510292	3.523240	1061	TRUE	11617.244356	538	1.789177	160	9.124399	0.000000	74.364105	12.756416	74.364105	12.756416
batch_0.fast5	04947da7-2b20-4d05-a3e8-351b349f3043	91f216faec432f6717a2618d5a951d151cf86098	0	488	3	11371.253652	10.608898	3195	TRUE	11372.816401	2724	9.046149	747	11.239200	0.000000	80.742317	13.481213	80.742317	13.481213
batch_0.fast5	056e350e-8b46-4b46-9315-ff6f7968f09d	91f216faec432f6717a2618d5a951d151cf86098	0	138	3	11551.592297	11.925299	3591	TRUE	11554.434263	2735	9.083333	457	10.750007	0.000000	89.874748	13.626171	89.874748	13.626171
batch_0.fast5	09bca172-c34f-4318-b3a6-ae3c4e46b41a	91f216faec432f6717a2618d5a951d151cf86098	0	432	2	11309.895750	6.904714	2079	TRUE	11311.095618	1718	5.704847	435	8.813994	0.000000	81.177193	15.075764	81.177193	15.075764
batch_0.fast5	09f8797a-acdf-4ed7-9a3e-4d8177e68773	91f216faec432f6717a2618d5a951d151cf86098	0	266	3	11401.864542	8.813081	2654	TRUE	11402.063413	2594	8.614210	581	9.636912	0.000000	74.943947	10.437067	74.943947	10.437067
batch_0.fast5	09acf4ff-bd8b-4dfe-b384-3b59f32a85c6	91f216faec432f6717a2618d5a951d151cf86098	0	278	3	11506.971448	15.173307	4570	TRUE	11508.444223	4126	13.700531	1114	8.917292	0.000000	77.988091	12.611457	77.988091	12.611457
batch_0.fast5	05b02352-9509-4d4b-8951-326da6a1d135	91f216faec432f6717a2618d5a951d151cf86098	0	406	3	11538.597278	19.658367	5921	TRUE	11540.443891	5364	17.811753	1434	9.604418	0.000000	75.813698	12.466497	75.813698	12.466497
batch_0.fast5	0509fc1c-1483-4745-9822-1eab19e90992	91f216faec432f6717a2618d5a951d151cf86098	0	376	2	11313.239708	8.202523	2470	TRUE	11313.419655	2416	8.022576	582	10.304894	0.000000	80.017517	13.626171	80.017517	13.626171
batch_0.fast5	0a280192-1b14-4f16-a950-160176e0a906	91f216faec432f6717a2618d5a951d151cf86098	0	249	2	11477.146414	10.946547	3297	FALSE	11479.430279	2609	8.662683	642	4.909861	0.000000	70.015327	12.321538	70.015327	12.321538
batch_0.fast5	03f2be2d-3975-4a16-a747-ba164be4e1ef	91f216faec432f6717a2618d5a951d151cf86098	0	66	4	11481.703187	15.778552	4752	TRUE	11484.189575	4003	13.292165	784	11.345782	0.000000	90.454582	14.350967	90.454582	14.350967
batch_0.fast5	05327b5c-7dea-4ab0-8a2f-17f2f387fb91	91f216faec432f6717a2618d5a951d151cf86098	0	330	2	11331.022576	18.972112	5714	TRUE	11332.823705	5171	17.170983	1431	11.421585	0.000000	85.525970	13.191294	85.525970	13.191294
batch_0.fast5	0d5f3507-6989-4b9b-a5bf-0d8dde2247df	91f216faec432f6717a2618d5a951d151cf86098	0	456	2	11317.784529	6.626826	1996	TRUE	11318.879150	1666	5.532205	474	11.487814	0.000000	86.395729	12.901375	86.395729	12.901375
batch_0.fast5	07235737-e7b1-40e3-a521-bcb294d7fcf5	91f216faec432f6717a2618d5a951d151cf86098	0	317	3	11494.629482	13.825365	4164	TRUE	11497.609894	3266	10.844954	492	9.282439	0.000000	77.408249	14.061049	77.408249	14.061049
batch_0.fast5	08ed8470-8087-4c09-bdfa-c8685d1a18e8	91f216faec432f6717a2618d5a951d151cf86098	0	421	1	11433.627490	7.821049	2355	TRUE	11435.221448	1875	6.227092	485	10.147325	0.000000	74.798981	12.031619	74.798981	12.031619
batch_0.fast5	0e1d1fbb-0d36-4e83-b237-42994849f8b0	91f216faec432f6717a2618d5a951d151cf86098	0	64	4	11595.258300	9.656042	2908	TRUE	11597.195883	2324	7.718459	451	9.482201	0.000000	84.221336	11.451782	84.221336	11.451782
batch_0.fast5	04f05c87-392f-4b0b-b032-9d75422dbc45	91f216faec432f6717a2618d5a951d151cf86098	0	308	3	11382.506972	9.190903	2768	TRUE	11384.213147	2254	7.484728	533	9.434627	0.000000	71.319962	12.756416	71.319962	12.756416
batch_0.fast5	0604a722-2bd9-403f-9d5f-7cb85990eb64	91f216faec432f6717a2618d5a951d151cf86098	0	449	3	11564.637118	12.891102	3882	TRUE	11564.769920	3842	12.758300	968	8.975334	0.000000	80.452393	12.611457	80.452393	12.611457
batch_0.fast5	0641c721-e42c-478c-975b-cf00b3ecd9ae	91f216faec432f6717a2618d5a951d151cf86098	0	326	2	11426.559761	7.465139	2248	TRUE	11426.559761	2248	7.465139	504	9.743261	0.000000	67.551018	12.031619	67.551018	12.031619
batch_0.fast5	0a8f0ce2-495e-4e63-b4a2-2dd002dc4bcd	91f216faec432f6717a2618d5a951d151cf86098	0	278	3	11317.229748	15.313413	4612	TRUE	11318.489044	4233	14.054117	1325	9.317360	0.000000	74.219147	12.321538	74.219147	12.321538
batch_0.fast5	070979f9-e459-4109-9ad4-18482f18150b	91f216faec432f6717a2618d5a951d151cf86098	0	62	1	11507.389774	11.300133	3403	TRUE	11507.576693	3347	11.113214	521	9.995150	0.000000	77.118332	11.596742	77.118332	11.596742
batch_0.fast5	0fbe48a3-e6bc-46d9-a7e7-1b68188d5e22	91f216faec432f6717a2618d5a951d151cf86098	0	16	2	11377.374834	9.942563	2994	TRUE	11379.142098	2462	8.175299	739	9.446633	0.000000	77.263290	10.726986	77.263290	10.726986
batch_0.fast5	0c7b6802-d2b4-4df4-826b-e266aa67d1ec	91f216faec432f6717a2618d5a951d151cf86098	0	133	1	11488.191567	5.711487	1720	TRUE	11489.330677	1377	4.572377	388	10.844501	0.000000	81.322151	12.321538	81.322151	12.321538
batch_0.fast5	0aa1e7c4-61b0-484d-a184-7983ac7da600	91f216faec432f6717a2618d5a951d151cf86098	0	30	3	11396.296813	16.740040	5042	TRUE	11398.129814	4490	14.907039	1037	7.159444	0.000000	65.086716	9.132434	65.086716	9.132434
batch_0.fast5	0acf4d55-2084-4b7f-84bd-2db5c30303c9	91f216faec432f6717a2618d5a951d151cf86098	0	153	3	11429.293825	3.980744	1199	TRUE	11430.621514	799	2.653054	217	10.409874	0.000000	99.731979	14.495927	99.731979	14.495927
batch_0.fast5	0a1bf7a3-27e1-43f7-be08-7966c69f343a	91f216faec432f6717a2618d5a951d151cf86098	0	31	1	11372.870186	8.643758	2603	TRUE	11374.306441	2170	7.207503	646	9.803702	0.000000	79.727600	13.626171	79.727600	13.626171
batch_0.fast5	075b1468-39e6-4900-825a-09d314bdf208	91f216faec432f6717a2618d5a951d151cf86098	0	27	1	11551.285193	8.846614	2664	TRUE	11553.414011	2023	6.717795	494	10.005924	0.000000	86.830605	14.640886	86.830605	14.640886
batch_0.fast5	0a219874-75e8-491e-9c9d-2854d8d4ad65	91f216faec432f6717a2618d5a951d151cf86098	0	285	3	11386.154382	12.308765	3707	TRUE	11388.357570	3043	10.105578	912	9.738050	0.000000	79.872559	12.466497	79.872559	12.466497
batch_0.fast5	0400de44-f571-402b-ab87-d1c2a3549d82	91f216faec432f6717a2618d5a951d151cf86098	0	282	3	11551.048473	15.033865	4528	TRUE	11553.304449	3848	12.777888	879	10.703423	0.000000	75.523781	12.321538	75.523781	12.321538
batch_0.fast5	0a1df8de-c471-400d-b731-2c17ea0ca0e9	91f216faec432f6717a2618d5a951d151cf86098	0	433	2	11452.517928	21.939907	6608	TRUE	11454.216135	6096	20.241700	1539	10.495362	0.000000	77.553207	12.321538	77.553207	12.321538
batch_0.fast5	043f1688-05f0-4032-870e-cc14cea6b53d	91f216faec432f6717a2618d5a951d151cf86098	0	163	1	11559.016932	14.399402	4337	TRUE	11561.257304	3662	12.159031	1024	9.354008	0.000000	76.248573	12.031619	76.248573	12.031619
batch_0.fast5	0d9ee973-aeb2-4f18-ad3c-f0adeda8fc15	91f216faec432f6717a2618d5a951d151cf86098	0	241	2	11472.213811	11.470784	3455	TRUE	11472.213811	3455	11.470784	350	8.091365	0.000000	66.536308	10.437067	66.536308	10.437067
batch_0.fast5	0913f6c0-0b6c-4fe0-8ecd-1f98c318cb8d	91f216faec432f6717a2618d5a951d151cf86098	0	72	2	11358.587981	16.065737	4839	TRUE	11360.074701	4391	14.579017	1299	10.219223	0.000000	80.307434	11.451782	80.307434	11.451782
batch_0.fast5	0f027c44-de1f-458e-93df-104ea26f83d7	91f216faec432f6717a2618d5a951d151cf86098	0	302	4	11478.351262	7.860558	2367	TRUE	11480.333665	1770	5.878154	486	11.265182	0.000000	78.133049	13.336253	78.133049	13.336253
batch_0.fast5	07d13dd1-ccf7-4f3b-ae8d-22a82da4aafa	91f216faec432f6717a2618d5a951d151cf86098	0	249	2	11384.344622	24.655710	7426	FALSE	11386.865538	6667	22.134794	1192	5.242336	0.000000	69.435493	12.031619	69.435493	12.031619
batch_0.fast5	036e3efc-8eb2-4a60-921c-c3fe81430433	91f216faec432f6717a2618d5a951d151cf86098	0	223	4	11506.689575	11.520252	3469	TRUE	11508.035193	3064	10.174635	944	9.176822	0.000000	86.105804	13.481213	86.105804	13.481213
batch_0.fast5	05d552a2-4119-4f85-98e4-c22f15cbbbdb	91f216faec432f6717a2618d5a951d151cf86098	0	401	3	11604.286189	16.834993	5070	TRUE	11604.534861	4995	16.586321	559	9.752703	0.000000	88.280197	13.191294	88.280197	13.191294
batch_0.fast5	05d76ea8-2cbf-455c-ab6c-d754d5045644	91f216faec432f6717a2618d5a951d151cf86098	0	229	3	11603.509960	7.974104	2401	TRUE	11605.158367	1905	6.325697	495	9.116381	0.000000	79.437683	13.191294	79.437683	13.191294
batch_0.fast5	0e676c70-ebd3-41c3-9740-69e61d6178b4	91f216faec432f6717a2618d5a951d151cf86098	0	478	4	11443.455843	11.944223	3597	TRUE	11444.942895	3149	10.457171	921	12.130589	0.000000	82.626785	12.901375	82.626785	12.901375
batch_0.fast5	06c71ebd-11e7-4a2a-bbf6-5a82e7ff13e6	91f216faec432f6717a2618d5a951d151cf86098	0	120	4	11543.605246	18.315405	5516	TRUE	11545.574369	4923	16.346282	1475	9.470613	0.000000	81.177193	12.901375	81.177193	12.901375
