,ac4C
2397,LOC_Os07g36940.1.MSUv7.0
2398,LOC_Os01g73880.1.MSUv7.0
2399,LOC_Os04g58730.1.MSUv7.0
2400,LOC_Os03g49720.1.MSUv7.0
2401,LOC_Os05g08570.6.MSUv7.0
2402,LOC_Os03g08800.1.MSUv7.0
2403,LOC_Os08g30730.2.MSUv7.0
2404,LOC_Os08g01770.1.MSUv7.0
2405,LOC_Os11g19840.1.MSUv7.0
2406,LOC_Os04g49954.1.MSUv7.0
2407,LOC_Os09g07800.1.MSUv7.0
2408,LOC_Os03g63540.1.MSUv7.0
2409,LOC_Os07g13234.2.MSUv7.0
2410,LOC_Os01g61460.1.MSUv7.0
2411,LOC_Os02g09490.1.MSUv7.0
2412,LOC_Os05g36320.1.MSUv7.0
2413,LOC_Os07g39630.1.MSUv7.0
2414,LOC_Os05g04380.1.MSUv7.0
2415,LOC_Os03g60360.1.MSUv7.0
2416,LOC_Os03g59300.1.MSUv7.0
2417,LOC_Os07g08070.1.MSUv7.0
2418,LOC_Os04g46600.1.MSUv7.0
2419,LOC_Os03g56220.1.MSUv7.0
2420,LOC_Os01g21560.1.MSUv7.0
2421,LOC_Os03g14980.2.MSUv7.0
2422,LOC_Os06g12230.1.MSUv7.0
2423,LOC_Os08g41290.1.MSUv7.0
2424,LOC_Os11g03390.1.MSUv7.0
2425,LOC_Os02g53720.1.MSUv7.0
2426,LOC_Os05g26940.1.MSUv7.0
2427,LOC_Os02g45570.2.MSUv7.0
2428,LOC_Os04g38914.1.MSUv7.0
2429,LOC_Os03g63950.2.MSUv7.0
2430,LOC_Os06g48500.1.MSUv7.0
2431,LOC_Os01g59990.1.MSUv7.0
2432,LOC_Os02g08230.2.MSUv7.0
2433,LOC_Os09g39530.1.MSUv7.0
2434,LOC_Os04g55040.1.MSUv7.0
2435,LOC_Os11g34450.1.MSUv7.0
2436,LOC_Os04g32850.3.MSUv7.0
2437,LOC_Os12g41600.1.MSUv7.0
2438,LOC_Os10g34930.1.MSUv7.0
2439,LOC_Os09g29380.2.MSUv7.0
2440,LOC_Os06g27560.1.MSUv7.0
2441,LOC_Os05g07280.1.MSUv7.0
2442,LOC_Os07g30820.1.MSUv7.0
2443,LOC_Os11g30410.3.MSUv7.0
2444,LOC_Os01g43910.1.MSUv7.0
2445,LOC_Os03g54040.1.MSUv7.0
2446,LOC_Os02g43600.1.MSUv7.0
2447,LOC_Os06g42810.1.MSUv7.0
2448,LOC_Os05g05670.1.MSUv7.0
2449,LOC_Os09g37040.1.MSUv7.0
2450,LOC_Os07g39320.1.MSUv7.0
2451,LOC_Os01g05140.1.MSUv7.0
2452,LOC_Os01g39310.3.MSUv7.0
2453,LOC_Os01g45190.3.MSUv7.0
2454,LOC_Os04g52850.1.MSUv7.0
2455,LOC_Os04g34100.1.MSUv7.0
2456,LOC_Os10g35870.1.MSUv7.0
2457,LOC_Os11g34720.1.MSUv7.0
2458,LOC_Os12g38120.1.MSUv7.0
2459,LOC_Os01g72370.1.MSUv7.0
2460,LOC_Os03g59740.3.MSUv7.0
2461,LOC_Os12g36640.1.MSUv7.0
2462,LOC_Os10g36500.2.MSUv7.0
2463,LOC_Os02g07410.2.MSUv7.0
2464,LOC_Os08g39300.1.MSUv7.0
2465,LOC_Os02g07980.1.MSUv7.0
2466,LOC_Os02g47310.1.MSUv7.0
2467,LOC_Os05g36110.1.MSUv7.0
2468,LOC_Os05g04380.2.MSUv7.0
2469,LOC_Os07g44060.1.MSUv7.0
2470,LOC_Os04g42470.1.MSUv7.0
2471,LOC_Os01g36950.2.MSUv7.0
2472,LOC_Os03g60710.1.MSUv7.0
2473,LOC_Os05g19630.2.MSUv7.0
2474,LOC_Os03g15960.1.MSUv7.0
2475,LOC_Os03g60620.1.MSUv7.0
2476,LOC_Os03g14370.1.MSUv7.0
2477,LOC_Os02g45310.1.MSUv7.0
2478,LOC_Os03g07890.1.MSUv7.0
2479,LOC_Os04g59570.2.MSUv7.0
2480,LOC_Os12g36030.1.MSUv7.0
2481,LOC_Os01g67090.1.MSUv7.0
2482,LOC_Os01g48750.1.MSUv7.0
2483,LOC_Os01g19820.3.MSUv7.0
2484,LOC_Os06g43600.1.MSUv7.0
2485,LOC_Os07g48450.1.MSUv7.0
2486,LOC_Os02g40810.1.MSUv7.0
2487,LOC_Os03g17690.2.MSUv7.0
2488,LOC_Os05g41640.3.MSUv7.0
2489,LOC_Os05g28480.1.MSUv7.0
2490,LOC_Os02g56540.1.MSUv7.0
2491,LOC_Os05g31670.1.MSUv7.0
2492,LOC_Os10g07440.1.MSUv7.0
2493,LOC_Os07g14890.1.MSUv7.0
2494,LOC_Os04g50770.1.MSUv7.0
2495,LOC_Os03g54160.1.MSUv7.0
2496,LOC_Os08g01859.1.MSUv7.0
2497,LOC_Os01g21180.1.MSUv7.0
2498,LOC_Os02g42290.1.MSUv7.0
2499,LOC_Os04g38920.1.MSUv7.0
2500,LOC_Os05g23130.1.MSUv7.0
2501,LOC_Os08g02950.1.MSUv7.0
2502,LOC_Os09g26900.1.MSUv7.0
2503,LOC_Os02g08490.1.MSUv7.0
2504,LOC_Os05g04470.1.MSUv7.0
2505,LOC_Os02g07450.2.MSUv7.0
2506,LOC_Os04g42174.2.MSUv7.0
2507,LOC_Os04g15920.1.MSUv7.0
2508,LOC_Os02g33820.1.MSUv7.0
2509,LOC_Os08g02640.4.MSUv7.0
2510,LOC_Os09g12660.1.MSUv7.0
2511,LOC_Os03g18720.2.MSUv7.0
2512,LOC_Os02g43760.1.MSUv7.0
2513,LOC_Os09g02170.1.MSUv7.0
2514,LOC_Os03g43410.1.MSUv7.0
2515,LOC_Os08g01770.2.MSUv7.0
2516,LOC_Os01g70200.1.MSUv7.0
2517,LOC_Os07g43670.1.MSUv7.0
2518,LOC_Os09g23660.1.MSUv7.0
2519,LOC_Os07g03580.1.MSUv7.0
2520,LOC_Os08g40190.1.MSUv7.0
2521,LOC_Os04g40630.1.MSUv7.0
2522,LOC_Os04g36820.1.MSUv7.0
2523,LOC_Os02g13650.1.MSUv7.0
2524,LOC_Os03g57660.1.MSUv7.0
2525,LOC_Os03g25960.1.MSUv7.0
2526,LOC_Os02g34560.2.MSUv7.0
2527,LOC_Os01g27210.1.MSUv7.0
2528,LOC_Os04g33450.2.MSUv7.0
2529,LOC_Os12g40560.1.MSUv7.0
2530,LOC_Os01g43280.1.MSUv7.0
2531,LOC_Os08g37444.1.MSUv7.0
2532,LOC_Os07g42440.3.MSUv7.0
2533,LOC_Os09g39550.1.MSUv7.0
2534,LOC_Os02g57040.1.MSUv7.0
2535,LOC_Os01g64960.2.MSUv7.0
2536,LOC_Os10g37980.1.MSUv7.0
2537,LOC_Os05g44130.3.MSUv7.0
2538,LOC_Os07g41410.1.MSUv7.0
2539,LOC_Os01g08860.2.MSUv7.0
2540,LOC_Os07g46990.1.MSUv7.0
2541,LOC_Os01g42140.1.MSUv7.0
2542,LOC_Os06g49770.2.MSUv7.0
2543,LOC_Os02g25780.1.MSUv7.0
2544,LOC_Os07g42370.3.MSUv7.0
2545,LOC_Os06g40840.1.MSUv7.0
2546,LOC_Os03g52760.1.MSUv7.0
2547,LOC_Os03g36960.1.MSUv7.0
2548,LOC_Os01g01170.1.MSUv7.0
2549,LOC_Os02g38050.4.MSUv7.0
2550,LOC_Os04g24410.1.MSUv7.0
2551,LOC_Os09g27690.5.MSUv7.0
2552,LOC_Os10g20650.1.MSUv7.0
2553,LOC_Os04g45070.1.MSUv7.0
2554,LOC_Os01g07420.1.MSUv7.0
2555,LOC_Os08g42730.1.MSUv7.0
2556,LOC_Os12g23780.1.MSUv7.0
2557,LOC_Os03g01270.1.MSUv7.0
2558,LOC_Os10g40720.1.MSUv7.0
2559,LOC_Os02g45940.1.MSUv7.0
2560,LOC_Os05g47980.1.MSUv7.0
2561,LOC_Os01g04330.1.MSUv7.0
2562,LOC_Os11g09310.1.MSUv7.0
2563,LOC_Os03g16670.1.MSUv7.0
2564,LOC_Os02g50680.1.MSUv7.0
2565,LOC_Os10g33250.2.MSUv7.0
2566,LOC_Os12g32992.1.MSUv7.0
2567,LOC_Os01g10400.1.MSUv7.0
2568,LOC_Os05g12630.2.MSUv7.0
2569,LOC_Os02g46510.1.MSUv7.0
2570,LOC_Os07g31280.3.MSUv7.0
2571,LOC_Os05g28980.1.MSUv7.0
2572,LOC_Os04g58200.1.MSUv7.0
2573,LOC_Os04g23580.1.MSUv7.0
2574,LOC_Os01g60770.1.MSUv7.0
2575,LOC_Os01g16030.3.MSUv7.0
2576,LOC_Os02g40830.2.MSUv7.0
2577,LOC_Os06g05390.1.MSUv7.0
2578,LOC_Os03g61060.2.MSUv7.0
2579,LOC_Os02g09470.1.MSUv7.0
2580,LOC_Os03g50440.1.MSUv7.0
2581,LOC_Os07g07340.1.MSUv7.0
2582,LOC_Os02g54770.2.MSUv7.0
2583,LOC_Os03g07290.1.MSUv7.0
2584,LOC_Os01g18070.1.MSUv7.0
2585,LOC_Os02g26860.1.MSUv7.0
2586,LOC_Os12g42884.3.MSUv7.0
2587,LOC_Os02g53180.3.MSUv7.0
2588,LOC_Os08g38170.5.MSUv7.0
2589,LOC_Os04g34930.3.MSUv7.0
2590,LOC_Os11g42540.1.MSUv7.0
2591,LOC_Os05g39380.1.MSUv7.0
2592,LOC_Os08g01380.2.MSUv7.0
2593,LOC_Os02g42314.2.MSUv7.0
2594,LOC_Os06g22660.1.MSUv7.0
2595,LOC_Os07g41790.2.MSUv7.0
2596,LOC_Os05g33940.1.MSUv7.0
2597,LOC_Os11g07680.1.MSUv7.0
2598,LOC_Os06g02144.2.MSUv7.0
2599,LOC_Os09g23370.1.MSUv7.0
2600,LOC_Os08g44530.1.MSUv7.0
2601,LOC_Os10g25570.3.MSUv7.0
2602,LOC_Os01g08700.6.MSUv7.0
2603,LOC_Os05g25974.1.MSUv7.0
2604,LOC_Os05g46140.1.MSUv7.0
2605,LOC_Os01g63354.1.MSUv7.0
2606,LOC_Os01g73200.1.MSUv7.0
2607,LOC_Os03g24184.1.MSUv7.0
2608,LOC_Os12g01170.1.MSUv7.0
2609,LOC_Os03g19270.3.MSUv7.0
2610,LOC_Os06g43090.1.MSUv7.0
2611,LOC_Os08g19210.1.MSUv7.0
2612,LOC_Os03g46920.1.MSUv7.0
2613,LOC_Os01g41220.1.MSUv7.0
2614,LOC_Os05g29810.1.MSUv7.0
2615,LOC_Os09g33460.1.MSUv7.0
2616,LOC_Os03g62240.1.MSUv7.0
2617,LOC_Os02g17650.1.MSUv7.0
2618,LOC_Os03g38990.1.MSUv7.0
2619,LOC_Os10g39120.2.MSUv7.0
2620,LOC_Os04g57300.2.MSUv7.0
2621,LOC_Os02g51710.1.MSUv7.0
2622,LOC_Os05g29974.1.MSUv7.0
2623,LOC_Os03g17600.1.MSUv7.0
2624,LOC_Os01g68840.1.MSUv7.0
2625,LOC_Os08g38910.4.MSUv7.0
2626,LOC_Os05g05830.1.MSUv7.0
2627,LOC_Os01g70210.1.MSUv7.0
2628,LOC_Os09g31080.3.MSUv7.0
2629,LOC_Os03g60130.1.MSUv7.0
2630,LOC_Os09g12500.1.MSUv7.0
2631,LOC_Os01g55000.1.MSUv7.0
2632,LOC_Os01g67980.1.MSUv7.0
2633,LOC_Os07g46160.1.MSUv7.0
2634,LOC_Os05g07130.1.MSUv7.0
2635,LOC_Os05g43690.1.MSUv7.0
2636,LOC_Os04g49550.1.MSUv7.0
2637,LOC_Os05g03490.1.MSUv7.0
2638,LOC_Os02g36974.5.MSUv7.0
2639,LOC_Os01g48690.1.MSUv7.0
2640,LOC_Os05g08600.2.MSUv7.0
2641,LOC_Os04g58564.3.MSUv7.0
2642,LOC_Os10g33940.1.MSUv7.0
2643,LOC_Os03g13170.1.MSUv7.0
2644,LOC_Os03g60150.1.MSUv7.0
2645,LOC_Os05g37930.1.MSUv7.0
2646,LOC_Os09g31466.1.MSUv7.0
2647,LOC_Os01g11710.1.MSUv7.0
2648,LOC_Os03g21890.1.MSUv7.0
2649,LOC_Os10g25770.1.MSUv7.0
2650,LOC_Os03g46640.1.MSUv7.0
2651,LOC_Os09g30438.2.MSUv7.0
2652,LOC_Os05g06770.1.MSUv7.0
2653,LOC_Os05g46240.1.MSUv7.0
2654,LOC_Os02g07260.2.MSUv7.0
2655,LOC_Os06g06290.1.MSUv7.0
2656,LOC_Os06g28970.1.MSUv7.0
2657,LOC_Os10g35680.1.MSUv7.0
2658,LOC_Os07g42960.2.MSUv7.0
2659,LOC_Os09g37600.1.MSUv7.0
2660,LOC_Os02g09420.1.MSUv7.0
2661,LOC_Os04g39320.2.MSUv7.0
2662,LOC_Os03g07100.1.MSUv7.0
2663,LOC_Os06g43660.1.MSUv7.0
2664,LOC_Os12g01520.2.MSUv7.0
2665,LOC_Os03g11840.1.MSUv7.0
2666,LOC_Os07g09970.1.MSUv7.0
2667,LOC_Os03g46250.1.MSUv7.0
2668,LOC_Os02g57830.2.MSUv7.0
2669,LOC_Os12g39310.1.MSUv7.0
2670,LOC_Os01g45274.1.MSUv7.0
2671,LOC_Os03g22740.1.MSUv7.0
2672,LOC_Os07g48660.1.MSUv7.0
2673,LOC_Os01g66130.1.MSUv7.0
2674,LOC_Os11g10460.1.MSUv7.0
2675,LOC_Os01g56800.3.MSUv7.0
2676,LOC_Os05g36290.1.MSUv7.0
2677,LOC_Os11g38520.1.MSUv7.0
2678,LOC_Os03g02750.1.MSUv7.0
2679,LOC_Os03g12810.1.MSUv7.0
2680,LOC_Os03g10750.1.MSUv7.0
2681,LOC_Os06g02480.1.MSUv7.0
2682,LOC_Os10g20650.2.MSUv7.0
2683,LOC_Os06g43550.1.MSUv7.0
2684,LOC_Os04g57210.2.MSUv7.0
2685,LOC_Os02g50350.1.MSUv7.0
2686,LOC_Os02g56940.2.MSUv7.0
2687,LOC_Os12g35670.1.MSUv7.0
2688,LOC_Os05g41930.2.MSUv7.0
2689,LOC_Os06g11210.1.MSUv7.0
2690,LOC_Os11g30760.1.MSUv7.0
2691,LOC_Os12g07580.1.MSUv7.0
2692,LOC_Os02g37080.1.MSUv7.0
2693,LOC_Os08g28680.1.MSUv7.0
2694,LOC_Os05g07700.4.MSUv7.0
2695,LOC_Os12g38370.1.MSUv7.0
2696,LOC_Os05g51500.1.MSUv7.0
2697,LOC_Os03g30430.2.MSUv7.0
2698,LOC_Os01g40710.1.MSUv7.0
2699,LOC_Os08g41810.1.MSUv7.0
2700,LOC_Os05g08900.1.MSUv7.0
2701,LOC_Os11g43890.1.MSUv7.0
2702,LOC_Os01g59150.2.MSUv7.0
2703,LOC_Os02g41954.1.MSUv7.0
2704,LOC_Os01g15260.1.MSUv7.0
2705,LOC_Os06g03690.1.MSUv7.0
2706,LOC_Os01g48339.1.MSUv7.0
2707,LOC_Os06g46000.1.MSUv7.0
2708,LOC_Os06g12690.1.MSUv7.0
2709,LOC_Os01g12660.1.MSUv7.0
2710,LOC_Os05g27820.1.MSUv7.0
2711,LOC_Os05g41030.1.MSUv7.0
2712,LOC_Os05g45400.1.MSUv7.0
2713,LOC_Os06g46500.1.MSUv7.0
2714,LOC_Os11g38990.2.MSUv7.0
2715,LOC_Os01g45200.1.MSUv7.0
2716,LOC_Os04g42270.1.MSUv7.0
2717,LOC_Os05g33510.1.MSUv7.0
2718,LOC_Os07g27810.1.MSUv7.0
2719,LOC_Os05g14240.1.MSUv7.0
2720,LOC_Os07g07470.1.MSUv7.0
2721,LOC_Os09g27030.2.MSUv7.0
2722,LOC_Os03g23970.1.MSUv7.0
2723,LOC_Os12g02310.2.MSUv7.0
2724,LOC_Os02g54624.1.MSUv7.0
2725,LOC_Os05g48690.2.MSUv7.0
2726,LOC_Os12g07500.1.MSUv7.0
2727,LOC_Os03g07480.1.MSUv7.0
2728,LOC_Os04g01540.1.MSUv7.0
2729,LOC_Os03g24580.1.MSUv7.0
2730,LOC_Os10g42250.2.MSUv7.0
2731,LOC_Os12g02700.1.MSUv7.0
2732,LOC_Os01g48810.1.MSUv7.0
2733,LOC_Os02g03040.3.MSUv7.0
2734,LOC_Os02g01740.1.MSUv7.0
2735,LOC_Os04g21600.1.MSUv7.0
2736,LOC_Os12g07370.1.MSUv7.0
2737,LOC_Os01g43090.1.MSUv7.0
2738,LOC_Os04g51880.4.MSUv7.0
2739,LOC_Os08g43360.2.MSUv7.0
2740,LOC_Os08g44380.2.MSUv7.0
2741,LOC_Os02g41650.1.MSUv7.0
2742,LOC_Os03g61810.1.MSUv7.0
2743,LOC_Os04g32150.1.MSUv7.0
2744,LOC_Os01g07530.1.MSUv7.0
2745,LOC_Os10g42420.1.MSUv7.0
2746,LOC_Os02g40900.1.MSUv7.0
2747,LOC_Os03g55820.1.MSUv7.0
2748,LOC_Os08g21330.1.MSUv7.0
2749,LOC_Os05g49890.1.MSUv7.0
2750,LOC_Os10g42780.3.MSUv7.0
2751,LOC_Os07g09520.1.MSUv7.0
2752,LOC_Os01g54880.1.MSUv7.0
2753,LOC_Os05g49800.1.MSUv7.0
2754,LOC_Os05g48620.1.MSUv7.0
2755,LOC_Os01g55030.1.MSUv7.0
2756,LOC_Os05g40780.1.MSUv7.0
2757,LOC_Os06g48940.1.MSUv7.0
2758,LOC_Os05g50910.1.MSUv7.0
2759,LOC_Os09g25070.1.MSUv7.0
2760,LOC_Os10g33720.1.MSUv7.0
2761,LOC_Os02g46340.1.MSUv7.0
2762,LOC_Os03g49230.1.MSUv7.0
2763,LOC_Os04g44830.1.MSUv7.0
2764,LOC_Os08g02340.1.MSUv7.0
2765,LOC_Os07g25460.1.MSUv7.0
2766,LOC_Os03g17690.1.MSUv7.0
2767,LOC_Os11g19149.1.MSUv7.0
2768,LOC_Os09g33500.1.MSUv7.0
2769,LOC_Os12g05410.1.MSUv7.0
2770,LOC_Os04g58780.1.MSUv7.0
2771,LOC_Os02g15640.1.MSUv7.0
2772,LOC_Os02g34930.1.MSUv7.0
2773,LOC_Os12g20390.3.MSUv7.0
2774,LOC_Os12g40840.2.MSUv7.0
2775,LOC_Os04g35520.2.MSUv7.0
2776,LOC_Os11g08440.1.MSUv7.0
2777,LOC_Os08g34270.2.MSUv7.0
2778,LOC_Os01g44960.1.MSUv7.0
2779,LOC_Os06g44840.1.MSUv7.0
2780,LOC_Os06g45820.1.MSUv7.0
2781,LOC_Os07g34006.1.MSUv7.0
2782,LOC_Os05g04950.2.MSUv7.0
2783,LOC_Os09g23530.1.MSUv7.0
2784,LOC_Os04g59150.2.MSUv7.0
2785,LOC_Os04g56180.1.MSUv7.0
2786,LOC_Os08g42400.1.MSUv7.0
2787,LOC_Os05g06430.1.MSUv7.0
2788,LOC_Os01g04930.1.MSUv7.0
2789,LOC_Os03g31170.3.MSUv7.0
2790,LOC_Os06g07080.1.MSUv7.0
2791,LOC_Os05g30810.1.MSUv7.0
2792,LOC_Os10g34180.1.MSUv7.0
2793,LOC_Os08g02550.1.MSUv7.0
2794,LOC_Os01g19490.1.MSUv7.0
2795,LOC_Os04g58110.1.MSUv7.0
2796,LOC_Os12g25120.1.MSUv7.0
2797,LOC_Os09g36520.1.MSUv7.0
2798,LOC_Os03g07430.3.MSUv7.0
2799,LOC_Os08g06040.1.MSUv7.0
2800,LOC_Os05g35444.1.MSUv7.0
2801,LOC_Os08g40450.1.MSUv7.0
2802,LOC_Os02g53200.2.MSUv7.0
2803,LOC_Os03g12810.2.MSUv7.0
2804,LOC_Os03g58090.1.MSUv7.0
2805,LOC_Os02g57180.1.MSUv7.0
2806,LOC_Os03g12110.1.MSUv7.0
2807,LOC_Os11g06980.2.MSUv7.0
2808,LOC_Os10g18870.1.MSUv7.0
2809,LOC_Os01g07250.1.MSUv7.0
2810,LOC_Os01g59120.1.MSUv7.0
2811,LOC_Os04g33820.1.MSUv7.0
2812,LOC_Os02g02720.3.MSUv7.0
2813,LOC_Os05g28190.1.MSUv7.0
2814,LOC_Os02g18380.1.MSUv7.0
2815,LOC_Os03g15590.1.MSUv7.0
2816,LOC_Os11g06390.3.MSUv7.0
2817,LOC_Os04g33300.1.MSUv7.0
2818,LOC_Os02g05330.1.MSUv7.0
2819,LOC_Os02g09150.1.MSUv7.0
2820,LOC_Os04g17680.1.MSUv7.0
2821,LOC_Os02g10970.3.MSUv7.0
2822,LOC_Os07g49400.4.MSUv7.0
2823,LOC_Os02g06960.1.MSUv7.0
2824,LOC_Os01g50310.1.MSUv7.0
2825,LOC_Os02g33560.1.MSUv7.0
2826,LOC_Os05g46460.1.MSUv7.0
2827,LOC_Os01g68870.2.MSUv7.0
2828,LOC_Os01g49614.2.MSUv7.0
2829,LOC_Os03g59670.1.MSUv7.0
2830,LOC_Os09g11510.1.MSUv7.0
2831,LOC_Os01g01340.2.MSUv7.0
2832,LOC_Os02g47580.1.MSUv7.0
2833,LOC_Os05g48320.1.MSUv7.0
2834,LOC_Os12g08810.1.MSUv7.0
2835,LOC_Os03g36650.1.MSUv7.0
2836,LOC_Os07g05810.1.MSUv7.0
2837,LOC_Os01g55270.1.MSUv7.0
2838,LOC_Os12g15520.1.MSUv7.0
2839,LOC_Os06g09850.1.MSUv7.0
2840,LOC_Os06g05660.3.MSUv7.0
2841,LOC_Os08g28730.1.MSUv7.0
2842,LOC_Os11g15624.1.MSUv7.0
2843,LOC_Os03g26460.1.MSUv7.0
2844,LOC_Os03g03390.1.MSUv7.0
2845,LOC_Os01g21180.2.MSUv7.0
2846,LOC_Os01g31810.2.MSUv7.0
2847,LOC_Os04g16680.1.MSUv7.0
2848,LOC_Os06g23290.1.MSUv7.0
2849,LOC_Os06g50310.1.MSUv7.0
2850,LOC_Os02g44108.1.MSUv7.0
2851,LOC_Os09g30486.1.MSUv7.0
2852,LOC_Os04g48230.1.MSUv7.0
2853,LOC_Os10g30790.2.MSUv7.0
2854,LOC_Os02g20360.1.MSUv7.0
2855,LOC_Os05g41480.2.MSUv7.0
2856,LOC_Os09g23084.1.MSUv7.0
2857,LOC_Os12g04440.2.MSUv7.0
2858,LOC_Os10g28200.1.MSUv7.0
2859,LOC_Os05g32670.1.MSUv7.0
2860,LOC_Os08g40160.1.MSUv7.0
2861,LOC_Os05g01090.3.MSUv7.0
2862,LOC_Os12g08730.1.MSUv7.0
2863,LOC_Os01g42700.2.MSUv7.0
2864,LOC_Os07g46510.1.MSUv7.0
2865,LOC_Os08g26870.2.MSUv7.0
2866,LOC_Os01g65920.2.MSUv7.0
2867,LOC_Os05g31140.1.MSUv7.0
2868,LOC_Os03g26650.2.MSUv7.0
2869,LOC_Os12g39660.1.MSUv7.0
2870,LOC_Os04g40600.1.MSUv7.0
2871,LOC_Os03g45920.1.MSUv7.0
2872,LOC_Os07g03319.1.MSUv7.0
2873,LOC_Os06g36770.3.MSUv7.0
2874,LOC_Os05g33130.1.MSUv7.0
2875,LOC_Os05g51690.1.MSUv7.0
2876,LOC_Os10g41260.1.MSUv7.0
2877,LOC_Os09g29239.3.MSUv7.0
2878,LOC_Os03g06240.1.MSUv7.0
2879,LOC_Os03g21830.1.MSUv7.0
2880,LOC_Os01g16970.2.MSUv7.0
2881,LOC_Os03g01090.1.MSUv7.0
2882,LOC_Os08g29660.1.MSUv7.0
2883,LOC_Os07g46400.1.MSUv7.0
2884,LOC_Os04g56110.2.MSUv7.0
2885,LOC_Os05g01820.1.MSUv7.0
2886,LOC_Os06g03940.1.MSUv7.0
2887,LOC_Os04g35090.1.MSUv7.0
2888,LOC_Os06g48770.1.MSUv7.0
2889,LOC_Os04g53170.1.MSUv7.0
2890,LOC_Os08g43130.1.MSUv7.0
2891,LOC_Os07g28614.1.MSUv7.0
2892,LOC_Os01g56180.1.MSUv7.0
2893,LOC_Os06g48510.1.MSUv7.0
2894,LOC_Os10g25900.1.MSUv7.0
2895,LOC_Os03g58830.1.MSUv7.0
2896,LOC_Os02g38230.1.MSUv7.0
2897,LOC_Os09g38090.1.MSUv7.0
2898,LOC_Os01g70930.1.MSUv7.0
2899,LOC_Os06g07600.1.MSUv7.0
2900,LOC_Os01g05560.1.MSUv7.0
2901,LOC_Os10g32520.1.MSUv7.0
2902,LOC_Os10g12300.1.MSUv7.0
2903,LOC_Os08g39300.3.MSUv7.0
2904,LOC_Os01g12900.1.MSUv7.0
2905,LOC_Os10g36470.2.MSUv7.0
2906,LOC_Os02g39330.1.MSUv7.0
2907,LOC_Os06g10580.2.MSUv7.0
2908,LOC_Os03g53190.2.MSUv7.0
2909,LOC_Os03g06680.1.MSUv7.0
2910,LOC_Os05g48270.1.MSUv7.0
2911,LOC_Os11g44940.1.MSUv7.0
2912,LOC_Os03g18720.1.MSUv7.0
2913,LOC_Os12g33100.1.MSUv7.0
2914,LOC_Os06g13660.1.MSUv7.0
2915,LOC_Os05g41640.2.MSUv7.0
2916,LOC_Os03g60920.1.MSUv7.0
2917,LOC_Os05g05700.2.MSUv7.0
2918,LOC_Os02g45180.1.MSUv7.0
2919,LOC_Os05g03440.1.MSUv7.0
2920,LOC_Os03g19040.1.MSUv7.0
2921,LOC_Os02g51930.1.MSUv7.0
2922,LOC_Os02g44820.4.MSUv7.0
2923,LOC_Os06g39140.1.MSUv7.0
2924,LOC_Os08g27070.1.MSUv7.0
2925,LOC_Os01g72370.3.MSUv7.0
2926,LOC_Os10g43040.1.MSUv7.0
2927,LOC_Os04g53210.1.MSUv7.0
2928,LOC_Os09g22280.2.MSUv7.0
2929,LOC_Os01g66420.1.MSUv7.0
2930,LOC_Os01g11054.1.MSUv7.0
2931,LOC_Os03g57190.1.MSUv7.0
2932,LOC_Os08g16260.1.MSUv7.0
2933,LOC_Os10g06680.1.MSUv7.0
2934,LOC_Os02g15550.1.MSUv7.0
2935,LOC_Os04g43420.1.MSUv7.0
2936,LOC_Os04g58830.1.MSUv7.0
2937,LOC_Os07g27930.1.MSUv7.0
2938,LOC_Os04g53540.2.MSUv7.0
2939,LOC_Os07g07860.1.MSUv7.0
2940,LOC_Os03g56610.1.MSUv7.0
2941,LOC_Os02g50330.1.MSUv7.0
2942,LOC_Os02g57050.1.MSUv7.0
2943,LOC_Os07g38480.1.MSUv7.0
2944,LOC_Os08g10020.1.MSUv7.0
2945,LOC_Os04g55720.2.MSUv7.0
2946,LOC_Os01g24710.1.MSUv7.0
2947,LOC_Os01g23740.1.MSUv7.0
2948,LOC_Os03g46730.2.MSUv7.0
2949,LOC_Os01g01340.1.MSUv7.0
2950,LOC_Os07g35600.1.MSUv7.0
2951,LOC_Os09g26420.4.MSUv7.0
2952,LOC_Os08g01740.2.MSUv7.0
2953,LOC_Os04g15550.1.MSUv7.0
2954,LOC_Os08g10020.3.MSUv7.0
2955,LOC_Os12g06340.3.MSUv7.0
2956,LOC_Os03g58940.1.MSUv7.0
2957,LOC_Os12g19470.2.MSUv7.0
2958,LOC_Os03g07480.2.MSUv7.0
2959,LOC_Os03g47930.1.MSUv7.0
2960,LOC_Os03g21270.1.MSUv7.0
2961,LOC_Os10g31660.1.MSUv7.0
2962,LOC_Os03g63700.1.MSUv7.0
2963,LOC_Os10g40620.1.MSUv7.0
2964,LOC_Os05g19620.1.MSUv7.0
2965,LOC_Os07g40920.1.MSUv7.0
2966,LOC_Os10g10990.3.MSUv7.0
2967,LOC_Os09g30414.1.MSUv7.0
2968,LOC_Os06g02510.1.MSUv7.0
2969,LOC_Os07g07974.1.MSUv7.0
2970,LOC_Os04g34140.1.MSUv7.0
2971,LOC_Os07g26610.1.MSUv7.0
2972,LOC_Os03g25330.1.MSUv7.0
2973,LOC_Os06g48060.1.MSUv7.0
2974,LOC_Os06g02600.1.MSUv7.0
2975,LOC_Os10g38630.2.MSUv7.0
2976,LOC_Os07g47620.1.MSUv7.0
2977,LOC_Os04g38960.1.MSUv7.0
2978,LOC_Os06g38470.2.MSUv7.0
2979,LOC_Os03g26530.1.MSUv7.0
