,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
B12,-150.2119349,-104.7723108,-91.86849332,-47.50945434,-19.16550251,7.486212222,-8.906060305,-13.16723563,33.75258622,60.30439781,37.54686721,77.46327412,64.08644576,73.98501331,89.54951685,138.2900227,181.6235252,204.556396,240.8212408,272.8065606,374.3795239,396.9678308,376.2552566,343.8030424,319.5775471,288.6034919,282.8050313,244.4238708,220.408376,279.2615276,311.1387889,322.0934755,357.1105502,349.040822,316.6925887,325.3189202,392.3029652,464.8734314,556.4316133,683.8978429
C1,5.35E-17,7.84E-13,2.14E-10,1.15E-08,2.52E-07,3.14E-06,2.65E-05,0.000168299,0.000858946,0.003691382,0.013804117,0.046020448,0.139318173,0.388497808,1.009272019,2.464984113,5.701718995,12.56547795,26.50998373,53.73806647,104.9212935,197.5219376,358.2991223,624.5017943,1040.420428,1644.638319,2446.657472,3403.687995,4420.550642,5383.99849,6208.501861,6858.862226,7342.296548,7687.716944,7928.678177,8094.641563,8208.368897,8286.29401,8339.85221,8376.848149
C2,4.37E-18,1.08E-13,4.01E-11,2.67E-09,6.93E-08,9.92E-07,9.41E-06,6.60E-05,0.000368267,0.001713561,0.006885585,0.024512444,0.078825292,0.23244876,0.636148216,1.631281123,3.950263759,9.090966561,19.9850652,42.13441743,85.42810726,166.7886312,313.4003212,565.0999356,972.1321502,1581.916632,2411.081059,3414.455815,4482.101487,5482.472324,6320.665503,6964.012325,7428.139596,7749.942659,7968.032032,8114.204975,8211.846603,8277.16715,8321.060446,8350.738464
C3,1.33E-17,2.66E-13,8.73E-11,5.32E-09,1.29E-07,1.74E-06,1.58E-05,0.000106257,0.000571618,0.002575039,0.010048629,0.034829043,0.109279487,0.31499861,0.843969389,2.121632209,5.042493252,11.40082708,24.64277608,51.11397706,101.9932379,195.9796279,362.280213,642.0927708,1084.390671,1730.102954,2583.621178,3587.168475,4627.37637,5582.056173,6371.099177,6972.599443,7405.969727,7707.221855,7912.415798,8050.840607,8143.980179,8206.765443,8249.282767,8278.25312
C4,1.39E-26,1.03E-20,2.79E-17,7.61E-15,5.90E-13,2.06E-11,4.17E-10,5.63E-09,5.59E-08,4.36E-07,2.80E-06,1.53E-05,7.27E-05,0.000308307,0.001183549,0.00416554,0.013583592,0.041400564,0.118800848,0.322950237,0.836055017,2.070434857,4.923378488,11.27718066,24.94118044,53.33920873,110.3128651,220.1778107,421.9077178,768.7614346,1313.1284,2068.171582,2965.856612,3866.733113,4636.719477,5214.29272,5609.367496,5864.518069,6024.186077,6122.676297
C5,3.77E-26,2.24E-20,5.33E-17,1.33E-14,9.58E-13,3.16E-11,6.08E-10,7.87E-09,7.53E-08,5.68E-07,3.54E-06,1.88E-05,8.71E-05,0.00036062,0.001354218,0.00466904,0.014933699,0.044692648,0.126053583,0.337102901,0.859216105,2.096480867,4.91537764,11.10856669,24.25842765,51.27217752,104.936221,207.7069072,396.0803711,722.2098281,1244.466883,1996.572707,2941.890997,3957.452895,4888.845029,5633.074735,6168.785654,6528.392195,6759.953061,6905.87012
C6,2.51E-27,2.53E-21,8.22E-18,2.55E-15,2.18E-13,8.27E-12,1.79E-10,2.56E-09,2.68E-08,2.19E-07,1.47E-06,8.32E-06,4.11E-05,0.00017998,0.00071239,0.002580093,0.008642862,0.027018479,0.079413019,0.220848364,0.584258805,1.477146551,3.583069767,8.366322941,18.85435786,41.08563562,86.63329081,176.5887232,346.6783842,650.540276,1152.357568,1895.418181,2849.131044,3884.1084,4831.078356,5578.002129,6105.149151,6451.043342,6668.633203,6802.663441
C7,-87.94254383,-92.60382375,-106.8819106,-121.9899772,-87.20794073,-45.81650562,17.51764595,39.93521636,75.57158405,91.11188949,84.43349497,98.21643498,122.0768308,155.9862724,179.2683205,170.0979575,173.3022069,155.2192007,203.7740307,217.3195437,230.4064371,244.5871181,300.5955315,332.071854,322.3434361,290.3212345,312.5338466,317.2539759,339.5741404,318.3924078,323.3519934,336.412506,336.3151001,381.69612,377.9236693,356.429426,367.8847699,339.4462951,319.8555261,304.3923337
C8,-84.36490496,-49.19121546,-4.031388193,6.242908808,-12.78371744,7.091152171,24.53493195,-5.184025108,-13.65834158,41.85086644,81.34897365,140.0989583,191.4460919,219.7303407,236.0377178,252.5013504,254.5387579,245.7417843,233.166272,234.4122563,213.8190179,197.6658668,218.5452351,206.3634052,208.9081353,215.7671366,237.3790788,257.4041159,267.6033291,310.202192,330.5458276,354.3899892,356.5450955,310.0702881,298.0487721,288.2026554,257.1950989,243.0448574,266.7226171,289.150334
C9,-12.52153313,-11.47441931,-12.76098939,-14.69287379,-18.28877628,-29.40725806,-15.33412954,30.90122161,32.12894227,67.61717177,50.29920799,56.34243463,87.12473983,106.612015,117.2211449,107.6144844,126.6532864,154.4829741,139.2125643,148.6162958,168.0508094,192.2582139,257.9788109,263.9428952,313.356115,337.5046701,338.5355496,330.1850198,315.1337734,286.7379136,308.2646255,345.6461829,409.8448122,400.6257462,440.0244182,480.6203715,517.4479326,563.6893716,611.1159162,649.1691687
C10,7.25E-35,1.85E-27,3.98E-23,4.72E-20,1.14E-17,1.02E-15,4.51E-14,1.21E-12,2.19E-11,2.92E-10,3.05E-09,2.59E-08,1.86E-07,1.15E-06,6.29E-06,3.08E-05,0.000136814,0.000558378,0.002111998,0.007461325,0.024784982,0.07785725,0.232433463,0.662297597,1.807894855,4.742595694,11.98505495,29.21899026,68.70079934,155.2503763,334.1656022,673.1092558,1234.751259,2002.615856,2830.185391,3531.37119,4019.771617,4318.379567,4488.150351,4581.471692
C11,1.04E-33,1.09E-26,1.38E-22,1.13E-19,2.05E-17,1.44E-15,5.23E-14,1.18E-12,1.83E-11,2.14E-10,1.97E-09,1.50E-08,9.68E-08,5.45E-07,2.72E-06,1.22E-05,5.03E-05,0.000190756,0.000672736,0.002223968,0.006935393,0.020513049,0.057816078,0.155921445,0.403792623,1.007321567,2.427269283,5.662511156,12.81236192,28.14948186,60.05654452,124.2090715,247.8711244,472.9307824,849.9238767,1410.664785,2122.687122,2873.827822,3532.468497,4026.826128
C12,-150.854603,-165.6805983,-143.1432997,-117.7974633,-61.74643481,-35.87907082,7.592386885,43.25107677,46.78204197,76.28589425,115.9544619,95.25570037,110.8142694,92.82461054,88.06592469,75.36865502,64.67835349,51.49405414,61.01751372,115.2746496,180.033363,218.6101724,260.9411689,259.837235,265.1397706,285.0836361,275.6048209,266.4101064,248.710636,280.0631718,324.831346,328.6180018,333.4375664,291.4901057,260.4622564,268.5956521,292.6711527,306.8843023,330.2698442,439.3015849
D1,4.44E-14,2.45E-10,3.79E-08,1.35E-06,2.17E-05,0.000209244,0.00142205,0.007479148,0.032341708,0.119839924,0.391894941,1.155871686,3.125861132,7.849827529,18.48668698,41.13852465,86.98004913,175.3315316,337.3184729,618.341657,1074.851548,1758.36309,2683.629552,3795.99206,4972.172599,6069.974883,6989.686389,7698.338063,8213.355795,8574.064228,8821.496834,8989.604736,9103.560858,9180.991216,9233.875361,9270.240582,9295.439113,9313.041471,9325.438727,9334.241404
D2,5.82E-13,1.86E-09,2.08E-07,5.92E-06,7.95E-05,0.000663791,0.003992314,0.018888269,0.074396692,0.253580851,0.768884925,2.116500021,5.371055342,12.71474742,28.33385464,59.84489178,120.3826254,231.2662288,424.5049344,742.9960139,1234.295162,1933.48605,2836.912511,3882.826866,4962.069453,5960.351008,6801.111769,7459.48408,7949.114396,8301.284978,8549.694903,8723.239385,8844.126,8928.450853,8987.515488,9029.126778,9058.640065,9079.724393,9094.899231,9105.902375
D3,5.25E-13,1.68E-09,1.88E-07,5.36E-06,7.21E-05,0.000602046,0.003622738,0.017147066,0.067563953,0.230369508,0.698722476,1.923929029,4.883795675,11.56496895,25.78188217,54.48533739,109.6973302,211.03999,388.2872911,682.1567312,1139.704039,1799.79464,2668.53831,3697.215785,4785.301444,5816.679443,6704.496501,7412.298632,7946.005453,8333.792016,8609.309942,8802.769893,8938.002947,9032.563817,9098.908567,9145.702212,9178.917149,9202.658607,9219.751991,9232.14921
D4,2.50E-15,2.39E-11,5.11E-09,2.29E-07,4.39E-06,4.89E-05,0.000375906,0.002198365,0.01043901,0.042059187,0.148363651,0.468933913,1.351550619,3.600634637,8.960916135,21.00520893,46.66338346,98.64391254,198.7683829,381.3045632,693.0562102,1183.512203,1878.617506,2746.164078,3685.770304,4569.748697,5305.1126,5861.482537,6255.866214,6524.440201,6703.425421,6821.614502,6899.556525,6951.136777,6985.486923,7008.542696,7024.151707,7034.814018,7042.162904,7047.272992
D5,2.41E-15,2.37E-11,5.13E-09,2.33E-07,4.49E-06,5.04E-05,0.000389577,0.00228981,0.010921612,0.044178686,0.156401002,0.495961732,1.433771028,3.830375569,9.557571637,22.45870951,50.00760898,105.9445258,213.9204234,411.1640973,748.6346813,1280.301826,2034.430795,2975.642959,3994.097068,4950.613048,5744.562893,6343.834699,6767.654294,7055.666141,7247.242436,7373.531633,7456.688207,7511.642542,7548.192435,7572.695041,7589.26464,7600.570812,7608.355358,7613.762956
D6,1.61E-14,1.06E-10,1.82E-08,6.98E-07,1.18E-05,0.000119504,0.000844426,0.004593624,0.020464177,0.077875009,0.260873615,0.786552105,2.170649401,5.554573657,13.31365357,30.12417401,64.71481909,132.4866337,258.8358818,481.9059704,851.1323096,1415.151254,2194.592878,3150.226516,4177.435447,5147.20818,5964.361607,6594.452356,7050.997887,7369.024948,7585.705532,7731.829017,7830.124865,7896.403488,7941.330194,7971.996361,7993.093796,8007.728884,8017.966688,8025.188323
D7,-2.737086472,-73.2200687,-81.57359249,-90.32385356,-87.49860325,-26.2247348,46.59859662,17.76100621,49.36373522,42.36673232,26.38904014,-2.390442284,47.32995574,49.27356766,108.3693885,198.4708288,202.7447713,184.6150799,261.7504246,271.9593964,354.2262773,351.6074105,370.244044,338.4810171,329.9912401,304.7262889,242.7410985,195.8900327,226.0440696,245.9450526,285.3603,270.1199781,254.1182413,233.0971767,258.8029471,300.3221043,324.5130597,326.4426455,367.2665107,381.0020361
D8,-117.751624,-127.0468979,-99.37547467,-91.202286,-49.80735963,-32.70557849,-45.8780576,36.21850675,92.17248898,93.75142319,151.8694269,110.9553942,82.52455972,89.15688492,130.9365262,149.1724149,141.762645,233.2005689,288.7257542,307.3844286,360.7956856,312.9267282,266.7048316,307.5166744,320.9656674,290.2345581,301.0827178,313.3054319,312.0631233,316.2589206,301.7239094,284.4237596,306.8514381,319.7814667,289.4911767,262.322688,303.4290782,292.2462966,309.1998022,355.6421084
D9,-86.21461715,-58.11840448,-1.763677535,-2.933852132,22.16278627,-0.03646777,-31.6071372,-14.11062251,23.59144121,20.39349831,49.38136799,101.7466812,118.2693862,103.6943006,105.5317151,63.758085,67.89577428,39.74946853,43.90719505,31.35587026,42.97947101,84.46256121,94.2146841,115.4601657,97.45871265,114.4382666,123.9459352,86.32201674,138.7354193,158.8207449,165.2907685,174.9126494,206.6616502,206.7097396,216.023047,229.0712952,203.3675286,183.4645418,214.6324628,205.3432001
D10,1.45E-32,1.07E-25,1.11E-21,7.89E-19,1.28E-16,8.21E-15,2.76E-13,5.82E-12,8.54E-11,9.45E-10,8.32E-09,6.05E-08,3.76E-07,2.04E-06,9.84E-06,4.29E-05,0.000171048,0.000630162,0.002163509,0.006972373,0.021222677,0.06133727,0.169102538,0.446491352,1.132982126,2.771295432,6.550651601,14.9923761,33.26076968,71.51611937,148.6917217,297.2032906,564.8128572,1003.118536,1630.286059,2384.294697,3130.732314,3746.295472,4185.651073,4470.073723
D11,3.46E-30,8.98E-24,5.07E-20,2.33E-17,2.70E-15,1.31E-13,3.50E-12,6.03E-11,7.41E-10,7.00E-09,5.33E-08,3.40E-07,1.87E-06,9.08E-06,3.95E-05,0.000156194,0.000568343,0.001920806,0.006077913,0.018128346,0.051262429,0.138111666,0.356051719,0.881579429,2.103155807,4.847664532,10.81968487,23.42156321,49.20938517,100.2815015,197.6455972,374.4023037,674.3654699,1137.289977,1765.426773,2492.526848,3201.425523,3790.937685,4222.939331,4512.999683
D12,26.05642202,25.94621722,22.45372694,42.87768185,40.35699753,33.32793505,23.29128342,-43.49082128,-53.48539472,-29.88754159,17.93733389,41.45303435,57.17224619,70.97990569,23.9344787,15.6230331,-13.71148077,-42.144319,-13.7395329,46.45633224,122.8322657,165.5496496,207.1188999,232.6944283,255.6811457,281.6814635,322.3891126,326.8874722,310.5591283,303.7865425,267.7776252,269.7192334,300.2539777,307.4693865,334.3132719,344.8748991,399.0976642,396.7052181,377.2170022,351.7075967
E1,5.11E-32,3.23E-25,3.07E-21,2.04E-18,3.16E-16,1.94E-14,6.33E-13,1.29E-11,1.85E-10,2.00E-09,1.72E-08,1.23E-07,7.50E-07,4.00E-06,1.90E-05,8.17E-05,0.000321489,0.001169479,0.003967235,0.012640556,0.038061265,0.108873796,0.297209934,0.777357326,1.954734316,4.739672794,11.10891838,25.21553302,55.48546631,118.3202409,243.8841371,482.8878865,907.9095239,1592.836254,2554.414918,3687.617041,4789.800895,5687.37339,6323.721388,6734.896753
E2,5.66E-36,1.90E-28,4.79E-24,6.37E-21,1.69E-18,1.61E-16,7.59E-15,2.14E-13,4.06E-12,5.66E-11,6.13E-10,5.40E-09,3.99E-08,2.55E-07,1.43E-06,7.17E-06,3.27E-05,0.000136314,0.000526704,0.001898788,0.006429966,0.02057275,0.062505515,0.181132053,0.502565109,1.339578401,3.440200459,8.532753678,20.47686664,47.58466334,106.9877734,231.8463884,479.932568,933.450329,1664.433266,2650.52999,3719.340581,4646.080208,5313.231253,5735.655738
E3,2.61E-32,2.04E-25,2.19E-21,1.59E-18,2.63E-16,1.71E-14,5.83E-13,1.24E-11,1.84E-10,2.05E-09,1.82E-08,1.33E-07,8.34E-07,4.55E-06,2.21E-05,9.67E-05,0.00038761,0.001434615,0.00494697,0.016008876,0.048920613,0.141921049,0.392669782,1.040330098,2.648389644,6.497426655,15.39888394,35.31427238,78.40964795,168.3417238,347.9448352,685.9270021,1269.359497,2157.817418,3300.16937,4503.233666,5542.466677,6304.401985,6802.585559,7106.63387
E4,7.66E-26,4.72E-20,1.15E-16,2.91E-14,2.13E-12,7.10E-11,1.38E-09,1.80E-08,1.73E-07,1.31E-06,8.21E-06,4.38E-05,0.000204069,0.000848814,0.003199789,0.011071895,0.035532692,0.106678661,0.301785291,0.809334671,2.068247893,5.058325498,11.88219165,26.88266149,58.67907334,123.6019244,250.7176849,486.9872474,896.3785594,1539.570099,2424.649454,3458.50714,4470.16098,5310.697932,5924.483427,6334.830383,6595.009313,6755.47175,6853.311097,6912.866722
E5,1.59E-23,3.58E-18,4.85E-15,8.08E-13,4.28E-11,1.09E-09,1.70E-08,1.82E-07,1.48E-06,9.65E-06,5.25E-05,0.000246863,0.001024816,0.003828245,0.013057138,0.041142735,0.120922609,0.334152081,0.873954617,2.175545052,5.178710072,11.83427191,26.04186839,55.30405877,113.451769,224.6415784,427.89664,778.717949,1339.309648,2146.947202,3166.728808,4272.787474,5301.26271,6136.507542,6747.895433,7164.965018,7437.594214,7611.812667,7722.085199,7791.781663
E6,2.84E-25,1.40E-19,3.00E-16,6.91E-14,4.70E-12,1.48E-10,2.73E-09,3.41E-08,3.16E-07,2.32E-06,1.40E-05,7.28E-05,0.000330871,0.001343711,0.004953851,0.016787886,0.052832707,0.155717681,0.432887399,1.141838363,2.872213525,6.919094623,16.01772451,35.72661933,76.88651544,159.6173441,318.7701536,608.4164007,1097.225505,1840.209359,2823.377226,3925.335131,4964.136375,5803.317344,6405.660313,6805.21603,7058.245262,7214.750591,7310.678106,7369.449557
