,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
E7,1.06E-23,2.33E-18,3.11E-15,5.13E-13,2.69E-11,6.84E-10,1.06E-08,1.13E-07,9.13E-07,5.92E-06,3.22E-05,0.000150645,0.000623604,0.002323371,0.007905005,0.024851443,0.072883859,0.200996614,0.524694347,1.303802711,3.098517964,7.070477589,15.54147836,32.98621074,67.69868602,134.350582,257.2950278,473.1818865,828.5602601,1364.87289,2087.203058,2934.562115,3790.215188,4539.488796,5122.425591,5538.37231,5818.870625,6001.892164,6119.340339,6194.250052
E8,4.09E-24,1.08E-18,1.59E-15,2.83E-13,1.57E-11,4.20E-10,6.74E-09,7.46E-08,6.22E-07,4.15E-06,2.31E-05,0.000110514,0.000467039,0.00177369,0.00614331,0.019637822,0.058502669,0.163737244,0.433445263,1.091442667,2.626817159,6.066927294,13.4910647,28.9564009,60.07778541,120.5036437,233.218358,433.3996527,766.6981444,1275.218341,1966.613377,2783.021071,3609.541766,4332.163219,4891.626969,5288.080112,5553.356762,5725.071709,5834.408966,5903.626201
E9,2.54E-23,4.64E-18,5.55E-15,8.47E-13,4.18E-11,1.01E-09,1.50E-08,1.55E-07,1.21E-06,7.64E-06,4.04E-05,0.000184915,0.000749131,0.002735862,0.009136985,0.028229218,0.081448452,0.22118186,0.569032309,1.394550751,3.270820543,7.370374842,16.00667796,33.58259205,68.15854901,133.8188028,253.6580257,462.0259347,802.1087414,1312.170566,1997.426393,2803.127664,3622.574142,4348.020899,4919.693629,5332.94753,5615.059792,5801.186211,5921.821381,5999.458218
E10,3.81E-27,2.60E-21,6.74E-18,1.78E-15,1.34E-13,4.61E-12,9.14E-11,1.22E-09,1.19E-08,9.19E-08,5.83E-07,3.15E-06,1.49E-05,6.25E-05,0.000238004,0.000831495,0.0026927,0.008153383,0.02325228,0.062840593,0.161784905,0.398576697,0.94328764,2.151695432,4.744047221,10.13331686,21.00534456,42.29387196,82.69606885,156.707163,286.5033323,501.4200805,830.5600743,1284.840476,1835.588318,2412.778896,2936.541869,3356.19738,3662.063734,3871.12116
E11,3.76E-23,5.16E-18,5.22E-15,7.07E-13,3.19E-11,7.16E-10,9.93E-09,9.70E-08,7.24E-07,4.37E-06,2.22E-05,9.81E-05,0.000384695,0.001362593,0.004422882,0.013305485,0.03744098,0.099305045,0.249849715,0.599533525,1.378370464,3.048109121,6.504894427,13.43325627,26.90178642,52.31944598,98.86808145,181.4039073,322.384325,552.3351223,905.7159254,1408.296911,2056.613454,2802.151275,3560.207333,4245.109303,4804.306703,5226.573513,5528.46764,5736.877744
E12,61.07979616,11.92260616,-3.396850881,-29.86961994,-26.1041057,-20.51603275,-0.058952924,24.19477825,22.48431313,-1.983226187,-0.741893489,2.456925387,17.29271935,63.35695664,132.3505601,196.322786,247.3606573,289.835824,307.6607803,291.579502,299.8080017,292.4970088,270.155096,267.884163,290.9837454,297.1530443,291.4362713,300.6320972,345.4134856,337.8575474,344.4669175,346.206444,357.0608397,356.6602089,356.1038926,338.9681043,352.0934331,390.5809742,454.2563597,480.4821077
F1,9.86E-25,3.67E-19,6.65E-16,1.36E-13,8.47E-12,2.47E-10,4.29E-09,5.07E-08,4.48E-07,3.15E-06,1.84E-05,9.20E-05,0.000404564,0.001594257,0.005715071,0.0188663,0.057929013,0.166818802,0.453670583,1.171972341,2.890127879,6.831843078,15.53274921,34.05296406,72.09446593,147.3910107,290.3004896,547.7263204,980.0961019,1639.841887,2526.343786,3547.328006,4544.699281,5381.783322,6004.377382,6430.092848,6706.482042,6880.948522,6989.712259,7057.323652
F2,9.46E-23,1.45E-17,1.56E-14,2.21E-12,1.03E-10,2.39E-09,3.39E-08,3.38E-07,2.57E-06,1.58E-05,8.16E-05,0.000365032,0.001448892,0.00519218,0.017037391,0.05177704,0.147093072,0.393650634,0.998815388,2.415789824,5.594965854,12.45431569,26.72370746,55.38507084,110.9532093,214.6430584,399.6055685,711.1732031,1197.530492,1883.986308,2737.99618,3658.280459,4516.429327,5220.855899,5744.69922,6108.59168,6350.929651,6508.622443,6610.172153,6675.412673
F3,9.03E-26,5.28E-20,1.25E-16,3.09E-14,2.22E-12,7.29E-11,1.40E-09,1.80E-08,1.72E-07,1.30E-06,8.04E-06,4.26E-05,0.000197387,0.000816342,0.003061051,0.01053925,0.033665516,0.100628231,0.283483654,0.757244849,1.927824058,4.697774277,10.99628381,24.79110516,53.91802292,113.1244114,228.3936817,440.9829814,805.2407868,1368.506649,2127.566179,2992.931066,3819.477582,4492.334587,4976.462411,5297.117695,5499.382543,5623.834396,5699.670463,5745.851656
F4,1.22E-15,1.63E-11,4.20E-09,2.16E-07,4.60E-06,5.58E-05,0.000461415,0.002874084,0.014428333,0.061097877,0.225442864,0.742423616,2.222001105,6.128675727,15.74613234,37.98645907,86.49882144,186.3008511,378.7593429,721.6940688,1273.004675,2048.406103,2975.938944,3908.426697,4706.618976,5307.967264,5722.932376,5994.553373,6167.563614,6276.595708,6345.267496,6388.74375,6416.498975,6434.394741,6446.056662,6453.738775,6458.853614,6462.294772,6464.633309,6466.237956
F5,7.35E-15,6.57E-11,1.35E-08,5.88E-07,1.10E-05,0.000120357,0.000910371,0.005253215,0.024652209,0.09828048,0.343379452,1.075821767,3.075353621,8.128518132,20.06785809,46.6231141,102.41787,213.0749828,418.8828872,772.8142238,1323.229987,2076.425286,2962.005777,3848.812152,4614.713424,5202.373256,5617.41609,5895.903809,6077.676811,6194.93158,6270.42148,6319.212474,6350.975156,6371.838526,6385.677501,6394.950112,6401.225903,6405.515487,6408.47563,6410.537254
F6,1.08E-14,9.12E-11,1.81E-08,7.73E-07,1.42E-05,0.000153339,0.001145991,0.006544328,0.030430299,0.120322931,0.417277761,1.298489743,3.688652555,9.692588172,23.79669132,54.98851678,120.1377251,248.4941015,485.3189093,888.4619786,1507.270691,2340.676376,3303.531723,4251.606693,5059.102342,5672.59209,6103.298175,6391.450331,6579.372312,6700.650175,6778.827901,6829.441953,6862.455401,6884.185036,6898.629018,6908.327477,6914.905253,6919.410537,6922.525832,6924.699822
F7,9.85E-21,7.90E-16,5.84E-13,6.33E-11,2.40E-09,4.68E-08,5.77E-07,5.08E-06,3.46E-05,0.000192431,0.000909062,0.003751431,0.013819638,0.0462175,0.142207332,0.406920693,1.09237962,2.770994234,6.681149207,15.38373703,33.94528908,71.92512691,146.3465939,285.1584692,528.6217813,922.201798,1492.921098,2214.145693,2992.873512,3711.073148,4288.82336,4708.043748,4992.065981,5176.86068,5294.64255,5369.130204,5416.238382,5446.167379,5465.317776,5477.675385
F8,1.54E-21,1.73E-16,1.56E-13,1.95E-11,8.24E-10,1.75E-08,2.33E-07,2.19E-06,1.58E-05,9.25E-05,0.00045792,0.001971495,0.007551349,0.026182357,0.083313991,0.246013951,0.680228832,1.774295407,4.392541172,10.37162318,23.44251526,50.83077739,105.7458478,210.4615061,397.9398077,706.3853938,1159.072497,1733.196639,2349.032256,2908.113373,3348.235252,3660.104134,3866.5561,3998.035051,4080.223614,4131.293067,4163.073019,4182.962847,4195.511359,4203.501174
F9,3.12E-19,1.21E-14,5.85E-12,4.70E-10,1.41E-08,2.27E-07,2.38E-06,1.82E-05,0.000109781,0.000547088,0.002339094,0.008812453,0.02985447,0.092390699,0.264468691,0.707308265,1.781887674,4.256870451,9.696041101,21.14675179,44.29577265,89.25767967,172.9675931,321.4286185,569.3447971,952.2625774,1486.919605,2146.39855,2854.29981,3515.899062,4063.469348,4475.903282,4766.914089,4964.06066,5094.648562,5180.274715,5236.292123,5273.033217,5297.26218,5313.352808
F10,120.1769499,85.18678804,30.70424026,27.40513665,2.674604421,-4.901317291,-21.13829634,8.832202889,14.53280632,52.06466168,63.52231016,50.55712427,78.82163007,146.2802879,157.1243614,182.6960558,197.0595373,213.4494549,191.8541635,185.0247277,157.9291096,122.9079959,140.9602102,173.9931224,169.8583187,232.6141153,239.7803801,230.775211,260.5071988,272.7167953,255.8717034,262.0566123,300.2166082,336.3538094,324.3317448,352.8802794,323.8656462,335.2231564,360.4379941,347.8879272
F11,-184.701736,-151.7562173,-117.2958784,-102.5282021,-69.94318147,-24.67700373,-3.505934835,60.81202007,37.31409996,105.1915182,147.0766609,127.9939319,122.4499085,100.0753586,80.04950837,71.74348702,64.53352547,128.234264,109.9544625,189.8976421,205.4991978,209.9835754,209.781478,214.0765031,189.7010068,159.5812104,135.080086,121.6051049,146.3793339,187.3887212,229.1008977,261.9298918,267.3792389,322.3133197,305.7886704,333.3139731,412.876627,523.9300624,664.6554027,785.4513897
F12,-62.11928078,-53.58203086,-65.42202579,-84.96903263,-57.47286112,-4.66717561,5.892869072,35.30805561,20.93911205,30.57424247,84.9530105,68.29545036,38.75463571,2.515475471,41.64408242,52.59557703,45.28547713,117.9458673,109.0808919,120.4693539,119.3823976,166.0832848,191.9317252,197.6104803,245.1215779,237.197903,243.7287444,260.0658618,234.6216162,214.6904422,189.7996886,219.5899388,218.7032592,257.5205269,323.0692732,346.7237733,360.4554728,367.703669,368.4119202,339.6303364
G1,6.77E-24,1.43E-18,1.85E-15,3.00E-13,1.55E-11,3.90E-10,5.96E-09,6.32E-08,5.07E-07,3.27E-06,1.76E-05,8.22E-05,0.0003385,0.001255185,0.004251798,0.01331152,0.038888651,0.10685501,0.277984055,0.688534434,1.631447134,3.712889334,8.143570003,17.26164714,35.43367489,70.52541677,136.1091646,254.2880916,458.0602255,790.0162056,1291.505689,1977.990429,2810.314613,3691.309055,4506.014008,5175.26737,5676.681544,6028.994072,6266.725145,6423.5157
G2,3.69E-28,5.83E-22,2.47E-18,9.22E-16,9.12E-14,3.90E-12,9.32E-11,1.46E-09,1.65E-08,1.44E-07,1.03E-06,6.16E-06,3.20E-05,0.000147274,0.00060972,0.002303029,0.008025388,0.026039557,0.079278287,0.227961474,0.622539875,1.622301867,4.050485391,9.721882604,22.49015075,50.22683065,108.3023196,224.9661498,447.4561598,842.5187984,1476.030747,2358.506401,3389.111653,4383.644156,5189.787714,5760.891978,6130.903992,6358.561229,6495.093778,6576.208418
G3,8.01E-26,4.18E-20,9.23E-17,2.18E-14,1.51E-12,4.81E-11,8.99E-10,1.14E-08,1.06E-07,7.87E-07,4.81E-06,2.51E-05,0.000114738,0.000468763,0.001737839,0.005920056,0.018722322,0.055437383,0.154790998,0.41001517,1.035585993,2.504943128,5.82425391,13.05698119,28.29013174,59.32942276,120.4672041,236.4569688,446.7370983,805.8933451,1371.311078,2168.740153,3147.627297,4174.721596,5097.812676,5824.674712,6343.317697,6690.101257,6913.280838,7054.136402
G4,1.31E-24,4.97E-19,9.13E-16,1.89E-13,1.18E-11,3.47E-10,6.04E-09,7.17E-08,6.37E-07,4.49E-06,2.63E-05,0.000131692,0.000580605,0.002293122,0.00823756,0.027246645,0.083814567,0.241778627,0.658593523,1.703921728,4.207692231,9.957889459,22.65788305,49.67820937,105.0459616,213.9658992,418.0301144,776.6835644,1353.958947,2178.229179,3189.356851,4234.955701,5151.126747,5850.680745,6334.539717,6648.961359,6846.323087,6968.231841,7043.187961,7089.37265
G5,5.27E-25,2.39E-19,4.88E-16,1.09E-13,7.21E-12,2.22E-10,4.02E-09,4.94E-08,4.52E-07,3.27E-06,1.96E-05,0.000100691,0.000453182,0.001824388,0.006671345,0.022436453,0.070105057,0.20523419,0.566902659,1.486267913,3.716932704,8.903960747,20.49991723,45.47224457,97.29259082,200.6600263,397.5279198,750.7560644,1334.686058,2196.925527,3296.384788,4478.59538,5549.688814,6387.397704,6975.099194,7359.439447,7600.942583,7749.788673,7840.936177,7896.813444
G6,1.73E-24,6.11E-19,1.08E-15,2.16E-13,1.32E-11,3.80E-10,6.51E-09,7.62E-08,6.68E-07,4.66E-06,2.70E-05,0.000134113,0.000586317,0.002297696,0.00819428,0.026920048,0.082283384,0.235939094,0.639047247,1.644495122,4.040412628,9.516783621,21.56066541,47.09688682,99.31748994,202.1031784,395.6760609,740.363584,1309.324551,2155.931404,3256.256403,4475.23148,5620.464045,6549.824644,7223.742928,7676.756229,7967.806831,8150.454455,8263.989738,8334.49287
G7,3.92E-19,2.10E-14,1.23E-11,1.12E-09,3.75E-08,6.57E-07,7.40E-06,6.02E-05,0.000383222,0.002005571,0.008963132,0.035161239,0.123629567,0.395984938,1.170308745,3.22430298,8.348999735,20.44795676,47.57900477,105.4041893,222.0808545,442.5296447,824.600276,1413.573812,2192.856214,3054.524744,3848.680765,4474.377725,4913.704857,5200.390478,5380.06408,5490.627645,5558.33887,5599.931311,5625.6667,5641.742419,5651.890401,5658.366505,5662.544485,5665.268706
G8,6.49E-17,1.06E-12,3.09E-10,1.73E-08,3.93E-07,5.04E-06,4.36E-05,0.000282518,0.001468652,0.006416365,0.024354162,0.082302902,0.252286504,0.711673705,1.868648099,4.608766401,10.75481652,23.88027342,50.66117118,102.9299611,200.328504,372.5584692,658.235664,1094.922635,1696.595966,2427.981569,3202.577726,3919.356168,4509.591136,4954.053711,5268.827083,5483.468177,5626.844306,5721.763946,5784.510291,5826.116701,5853.865536,5872.507951,5885.134203,5893.758199
G9,6.77E-17,1.10E-12,3.19E-10,1.78E-08,4.04E-07,5.17E-06,4.47E-05,0.000289056,0.001500988,0.006551177,0.024843704,0.083888937,0.256955464,0.724339423,1.900659877,4.684787021,10.92548324,24.24375561,51.3955712,104.3300167,202.8104261,376.5222571,663.5531557,1099.804237,1696.129719,2413.873225,3165.760566,3854.196222,4415.967021,4836.034968,5132.044665,5333.211776,5467.296546,5555.946118,5614.501332,5653.311843,5679.190756,5696.575966,5708.35121,5716.394763
G10,5.20E-25,1.44E-19,2.21E-16,4.01E-14,2.27E-12,6.14E-11,9.97E-10,1.12E-08,9.39E-08,6.31E-07,3.54E-06,1.71E-05,7.26E-05,0.000277249,0.000965472,0.003101883,0.009284763,0.026103056,0.069395379,0.175459123,0.423979696,0.983213833,2.195989147,4.738004384,9.899324574,20.06545534,39.4971743,75.49402126,139.8777165,250.2406313,429.3173935,699.4596771,1069.882748,1521.311165,2003.035315,2452.939416,2826.279509,3108.560959,3308.413227,3444.074794
G11,1.38E-28,2.25E-22,9.70E-19,3.68E-16,3.68E-14,1.59E-12,3.82E-11,6.02E-10,6.85E-09,6.03E-08,4.31E-07,2.60E-06,1.36E-05,6.26E-05,0.000259882,0.00098476,0.003441908,0.011199396,0.03418832,0.098557689,0.269807988,0.704767303,1.763771441,4.243798164,9.845141597,22.0680468,47.84757946,100.3023161,202.6901723,392.1684543,717.8397125,1222.008781,1899.524274,2665.708054,3388.03133,3966.624499,4375.90502,4642.574579,4808.234904,4908.72487
G12,6.59E-15,4.49E-11,7.85E-09,3.06E-07,5.24E-06,5.35E-05,0.000380711,0.002084914,0.009342947,0.035741686,0.120303015,0.364303812,1.009405769,2.592629674,6.235833264,14.15570859,30.50478709,62.6366736,122.7247072,229.1328525,405.7897982,676.424739,1051.38578,1512.002799,2007.644629,2475.601198,2869.585944,3172.937347,3392.340501,3544.879464,3648.606833,3718.426349,3765.309072,3796.86718,3818.224091,3832.779437,3842.778305,3849.704585,3854.54316,3857.95173
H1,1.01E-21,1.24E-16,1.18E-13,1.52E-11,6.61E-10,1.44E-08,1.95E-07,1.86E-06,1.36E-05,8.09E-05,0.000405032,0.001762698,0.006818902,0.023860945,0.076579513,0.227948173,0.635063178,1.668482334,4.159669578,9.891516222,22.52820687,49.29173721,103.788926,210.2827483,408.8151968,757.7572079,1324.817902,2154.295783,3214.950497,4375.560997,5459.597869,6340.456708,6983.875952,7421.299505,7706.173598,7887.594176,8002.096718,8074.306809,8120.028555,8149.173675
H2,8.75E-22,1.08E-16,1.03E-13,1.33E-11,5.79E-10,1.26E-08,1.71E-07,1.64E-06,1.20E-05,7.13E-05,0.000357429,0.001556814,0.006027021,0.021104775,0.067778096,0.201872776,0.562737881,1.479248728,3.689684098,8.777627399,19.99776586,43.76150594,92.12762766,186.5104706,361.9366572,668.5030015,1161.805789,1872.489993,2762.663551,3713.424736,4580.089059,5269.517932,5764.887425,6097.739187,6312.804069,6449.057686,6534.762362,6588.690818,6622.785884,6644.497067
H3,4.72E-23,1.08E-17,1.47E-14,2.47E-12,1.31E-10,3.37E-09,5.25E-08,5.65E-07,4.60E-06,3.00E-05,0.000163938,0.000771741,0.003209082,0.012006076,0.04100805,0.129387386,0.380752741,1.053344844,2.757670378,6.869728845,16.35688893,37.3512008,81.97261673,172.9513436,349.9637762,674.8402233,1226.021031,2065.266571,3173.477494,4408.813973,5564.822138,6491.861532,7153.348715,7590.422359,7866.6609,8037.457062,8142.237588,8206.554737,8246.243992,8270.928806
H4,1.94E-16,3.65E-12,1.15E-09,6.86E-08,1.63E-06,2.17E-05,0.000193793,0.001290462,0.006871345,0.03067152,0.118700216,0.408304882,1.272093941,3.642397409,9.694852833,24.20087803,57.03259539,127.4256249,270.2860462,542.9627165,1025.536472,1799.153267,2889.162585,4201.321886,5533.262569,6685.690762,7562.461941,8172.179059,8573.463747,8829.957169,8991.914035,9093.996961,9158.61758,9199.838032,9226.380169,9243.646002,9254.99552,9262.53394,9267.592145,9271.019716
H5,2.62E-16,4.60E-12,1.40E-09,8.07E-08,1.87E-06,2.45E-05,0.000215418,0.001415547,0.007449637,0.032906315,0.126147746,0.430183327,1.32961683,3.779030669,9.988972672,24.77116215,58.00367217,128.7621659,271.2605317,540.7356517,1012.019241,1755.978197,2784.315318,3995.910244,5200.288519,6224.401723,6994.07924,7525.452098,7873.983356,8096.57404,8237.232108,8326.040939,8382.383352,8418.412584,8441.672632,8456.84361,8466.842538,8473.501303,8477.980792,8481.023885
H6,1.49E-15,1.83E-11,4.50E-09,2.24E-07,4.65E-06,5.53E-05,0.00044928,0.002756266,0.013652532,0.057123358,0.208504089,0.67989134,2.016557437,5.516546545,14.07052417,33.74068097,76.5279158,164.769387,336.9888172,652.6813897,1188.134338,2009.524387,3118.405874,4405.773757,5681.215045,6774.082281,7608.34252,8195.839786,8589.450288,8846.167007,9011.681317,9118.186547,9186.97754,9231.720141,9261.075787,9280.520621,9293.528001,9302.315091,9308.308722,9312.435423
H7,1.29E-16,2.77E-12,9.50E-10,5.97E-08,1.48E-06,2.04E-05,0.000188013,0.00128502,0.007001449,0.03190141,0.125777245,0.440053523,1.39255584,4.045104942,10.91053029,27.56709754,65.66170699,147.9623287,315.4282987,633.0981707,1183.704819,2029.828374,3143.725482,4369.273446,5495.528366,6383.147542,7008.556211,7419.121046,7678.431377,7839.430395,7938.996235,8000.79434,8039.450699,8063.872258,8079.469697,8089.543551,8096.122794,8100.466731,8103.365162,8105.318775
H8,2.33E-15,2.65E-11,6.26E-09,3.02E-07,6.11E-06,7.12E-05,0.000568531,0.003436939,0.016804691,0.069501044,0.251033427,0.810752565,2.38348829,6.466651429,16.36494334,38.94315136,87.63801715,187.072012,378.6736488,723.6836697,1293.996779,2137.855365,3225.124389,4421.646981,5545.683419,6465.739066,7144.233801,7611.010942,7919.286577,8118.751321,8246.868955,8329.216911,8382.430908,8417.092782,8439.880971,8455.011502,8465.158802,8472.031947,8476.732668,8479.977863
H9,3.79E-17,1.07E-12,4.30E-10,3.02E-08,8.20E-07,1.21E-05,0.000118674,0.00085477,0.004877658,0.023163266,0.09480815,0.343234127,1.120876888,3.352282067,9.291524793,24.08670845,58.79149248,135.6477257,295.9704518,607.9668402,1163.245809,2039.353985,3220.16227,4541.308302,5764.296066,6726.181411,7397.953012,7833.430819,8104.618419,8270.587163,8371.792847,8433.764035,8472.028947,8495.904337,8510.97174,8520.591795,8526.80512,8530.863484,8533.543203,8535.331139
H10,4.71E-25,1.21E-19,1.77E-16,3.12E-14,1.72E-12,4.57E-11,7.30E-10,8.05E-09,6.69E-08,4.44E-07,2.46E-06,1.18E-05,4.96E-05,0.000188002,0.000649739,0.00207273,0.006163023,0.017218137,0.045503687,0.114406318,0.274983418,0.63449292,1.410491981,3.030266339,6.308159407,12.75226667,25.07692824,48.02247219,89.58479277,162.6664184,286.8238942,488.9588218,800.4021817,1246.909523,1830.988354,2515.718211,3227.796601,3886.013322,4434.533006,4855.643777
H11,1.15E-23,1.86E-18,2.06E-15,2.99E-13,1.42E-11,3.32E-10,4.78E-09,4.81E-08,3.69E-07,2.28E-06,1.19E-05,5.34E-05,0.000213396,0.000768887,0.002535804,0.007742992,0.02209537,0.059382063,0.151281519,0.367343213,0.854159361,1.909494651,4.118049054,8.592369529,17.38671909,34.18244597,65.3703454,121.6423219,220.0536468,386.0211536,653.592313,1060.608376,1634.782718,2371.62483,3217.712129,4080.091419,4863.72064,5508.570487,5999.79146,6354.049149
H12,9.86E-13,2.94E-09,3.17E-07,8.77E-06,0.000115299,0.000945752,0.005604159,0.026174672,0.101930353,0.343906468,1.033143489,2.819633421,7.097290651,16.66551637,36.81733195,76.97214419,152.7747687,287.9563487,513.8966887,863.0973773,1353.36591,1967.349206,2644.884299,3303.535326,3875.138882,4328.152149,4664.466229,4903.73647,5069.785034,5183.609983,5261.32908,5314.468849,5350.972174,5376.212827,5393.799546,5406.153622,5414.904576,5421.154987,5425.655934,5428.922898
