,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
A11,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05
A12,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05
B1,1.45E-15,6.14E-12,8.12E-10,2.60E-08,3.82E-07,3.43E-06,2.20E-05,0.000109736,0.000453419,0.001613092,0.005084296,0.014499682,0.03801524,0.092757218,0.212636714,0.46126493,0.951718108,1.873355755,3.520206429,6.301644903,10.69369055,17.0776168,25.46752659,35.28532556,45.44671955,54.80261696,62.59794733,68.61308253,73.01275746,76.1236075,78.28147918,79.76509682,80.78302885,81.48302048,81.96674338,82.30318397,82.53890672,82.70534604,82.8237947,82.90875329
B2,2.68E-15,1.00E-11,1.23E-09,3.74E-08,5.28E-07,4.59E-06,2.86E-05,0.000139396,0.000563875,0.00196832,0.006098216,0.017120036,0.044238419,0.106487833,0.240992491,0.516291489,1.051999043,2.043706119,3.784806842,6.661616745,11.0785889,17.27535675,25.08102126,33.79839803,42.41302737,50.02700095,56.16916398,60.80084825,64.13897073,66.47960011,68.09708553,69.2084177,69.97194702,70.49837858,70.86341167,71.11829209,71.2976163,71.42477975,71.5156724,71.58115083
B3,1.23E-16,9.04E-13,1.65E-10,6.65E-09,1.17E-07,1.22E-06,8.80E-06,4.89E-05,0.000222064,0.000859459,0.002923461,0.008938241,0.024984706,0.064692265,0.156744333,0.358134005,0.775883409,1.598831908,3.134840344,5.830699069,10.21840885,16.70916912,25.23879956,35.01450765,44.73311676,53.21222456,59.86810949,64.71064445,68.06572785,70.32611454,71.82867954,72.8235405,73.48349451,73.92364362,74.21936292,74.41972075,74.55667787,74.65114256,74.71688211,74.76303194
B4,1.83E-18,2.44E-14,6.32E-12,3.26E-10,6.94E-09,8.44E-08,6.98E-07,4.35E-06,2.19E-05,9.26E-05,0.000342027,0.001127074,0.003375658,0.009320078,0.023987525,0.058066802,0.133149676,0.290835732,0.607631105,1.217357216,2.34022126,4.309168168,7.565040501,12.56641334,19.56520299,28.30941926,37.92657196,47.22221945,55.21945635,61.48533839,66.07431242,69.29024392,71.48634743,72.96658647,73.95980472,74.6268285,75.0766721,75.38192113,75.59055897,75.73427856
B5,5.16E-19,9.06E-15,2.75E-12,1.59E-10,3.70E-09,4.83E-08,4.25E-07,2.79E-06,1.47E-05,6.49E-05,0.000248715,0.000848169,0.002621716,0.007453008,0.019711206,0.048946314,0.114959314,0.256859166,0.54831353,1.121214886,2.197583491,4.120477676,7.352905613,12.38220403,19.47005958,28.31927605,37.96042636,47.12090924,54.82965139,60.72690502,64.94642027,67.84061361,69.77923788,71.06358035,71.91208262,72.47392493,72.84793085,73.09865347,73.26807031,73.38350827
B6,2.35E-18,3.02E-14,7.64E-12,3.88E-10,8.16E-09,9.83E-08,8.06E-07,4.99E-06,2.49E-05,0.00010491,0.000385346,0.001263817,0.00376873,0.010363348,0.026572223,0.064096042,0.146481959,0.318926395,0.664218781,1.326504383,2.541585154,4.663010548,8.152674872,13.47869886,20.87410218,30.0329463,40.01548495,49.58501993,57.7635743,64.14184779,68.80008965,72.06019866,74.28579209,75.78647173,76.7942117,77.47170207,77.92915271,78.23995992,78.45267535,78.59939728
B7,5.22E-15,2.37E-11,3.26E-09,1.08E-07,1.62E-06,1.48E-05,9.63E-05,0.000487873,0.002040262,0.007336846,0.023348417,0.067156192,0.177345982,0.435024843,0.999279843,2.1593991,4.392417817,8.375631313,14.83958531,24.14495539,35.7319426,48.03531454,59.23880945,68.20855646,74.74463588,79.22683072,82.19672413,84.13309605,85.38995056,86.20780013,86.7434783,87.09741683,87.33358178,87.49278511,87.60121698,87.67581961,87.72765368,87.7640105,87.78974401,87.80811725
B8,2.71E-15,1.44E-11,2.17E-09,7.60E-08,1.20E-06,1.15E-05,7.72E-05,0.000402518,0.001727971,0.006361128,0.020677184,0.0606372,0.163020169,0.406594534,0.948667368,2.080428344,4.290782358,8.286809406,14.84588607,24.36276779,36.24441055,48.81677352,60.16378219,69.13717189,75.58773153,79.95271962,82.80939705,84.65113203,85.8344324,86.59727876,87.09265052,87.41733992,87.63235583,87.77626491,87.87360979,87.94014465,87.98608066,88.0181034,88.04063484,88.05662926
B9,1.54E-14,5.46E-11,6.51E-09,1.94E-07,2.69E-06,2.31E-05,0.000142328,0.000687324,0.002756574,0.009548466,0.029373897,0.081908238,0.210199902,0.502039887,1.124622479,2.37304599,4.718854932,8.808598733,15.31013093,24.51908659,35.88115008,47.94179987,59.01557939,68.01156877,74.68471432,79.3471432,82.49290649,84.57904049,85.95455101,86.86274221,87.46572079,87.86923461,88.14174105,88.32756012,88.45551464,88.54448106,88.60692587,88.65115713,88.68276336,88.70553891
B10,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05
B11,3.75E-29,2.76E-23,7.47E-20,2.04E-17,1.58E-15,5.51E-14,1.11E-12,1.50E-11,1.49E-10,1.16E-09,7.45E-09,4.06E-08,1.93E-07,8.20E-07,3.15E-06,1.11E-05,3.61E-05,0.000109955,0.000315433,0.000857257,0.002218802,0.005494035,0.013065222,0.029939179,0.066294257,0.142165929,0.295713237,0.596981202,1.168718031,2.212265656,4.024762029,6.968984032,11.33417529,17.07650173,23.61988249,30.019368,35.45100249,39.56204319,42.42945198,44.32797323
B12,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05
C1,7.77E-28,5.13E-22,1.30E-18,3.39E-16,2.53E-14,8.59E-13,1.69E-11,2.24E-10,2.18E-09,1.67E-08,1.05E-07,5.67E-07,2.67E-06,1.12E-05,4.24E-05,0.000147593,0.000476506,0.00143868,0.004091633,0.011028433,0.028317409,0.069565089,0.164077365,0.372514107,0.815167629,1.718355784,3.477020367,6.70013553,12.1306444,20.26554275,30.70684942,41.8951179,51.90105906,59.57703204,64.84578808,68.21748929,70.29357912,71.54954385,72.30560894,72.76181597
C2,1.69E-26,5.89E-21,1.03E-17,2.05E-15,1.25E-13,3.57E-12,6.10E-11,7.12E-10,6.22E-09,4.33E-08,2.50E-07,1.24E-06,5.42E-06,2.12E-05,7.55E-05,0.000247555,0.000755633,0.002163895,0.005853775,0.015046212,0.036925869,0.086879125,0.196608255,0.428954871,0.903313386,1.834853829,3.583079612,6.678901838,11.74501927,19.18807722,28.70026432,39.03549316,48.56065135,56.16482744,61.61178923,65.24308539,67.56404897,69.0161347,69.91726201,70.47639099
C3,2.34E-27,1.28E-21,2.90E-18,6.96E-16,4.89E-14,1.58E-12,2.98E-11,3.79E-10,3.58E-09,2.66E-08,1.64E-07,8.60E-07,3.95E-06,1.62E-05,6.04E-05,0.000206629,0.000655999,0.001949508,0.005462019,0.014514277,0.036766452,0.089157823,0.207680707,0.465824665,1.007239424,2.097811341,4.192192166,7.971730174,14.2287034,23.42077212,34.98850271,47.17407774,57.9452489,66.16380142,71.80467676,75.42730711,77.67035621,79.03624289,79.86420188,80.36730644
C4,1.66E-22,1.40E-17,1.07E-14,1.18E-12,4.55E-11,8.99E-10,1.12E-08,9.95E-08,6.84E-07,3.83E-06,1.82E-05,7.57E-05,0.000280663,0.000943662,0.002918034,0.00838859,0.022616266,0.057596315,0.139353159,0.321745462,0.71096829,1.505006326,3.046203789,5.860959753,10.60451729,17.77490334,27.18743722,37.65427492,47.4723891,55.40133262,61.11795847,64.94171481,67.39023454,68.92454184,69.87858423,70.47216791,70.84345998,71.07755395,71.22651525,71.32223728
C5,2.67E-22,2.01E-17,1.44E-14,1.52E-12,5.65E-11,1.08E-09,1.32E-08,1.15E-07,7.73E-07,4.26E-06,2.00E-05,8.18E-05,0.000299327,0.000994627,0.003042078,0.008655945,0.023113576,0.058332911,0.13994346,0.320573212,0.703349509,1.479931827,2.982704602,5.73088174,10.40111033,17.59269465,27.32652874,38.60555427,49.68532914,59.03667823,66.03378811,70.85015064,74.00033804,76.00525479,77.26649705,78.05830992,78.55721538,78.87370659,79.07618734,79.2069353
C6,1.47E-22,1.27E-17,9.77E-15,1.09E-12,4.25E-11,8.44E-10,1.06E-08,9.45E-08,6.52E-07,3.67E-06,1.75E-05,7.29E-05,0.000270972,0.000913478,0.002831632,0.008158941,0.022044967,0.05625832,0.13639361,0.315568733,0.698912565,1.48357231,3.013944572,5.82992243,10.63130775,18.01629132,27.94022757,39.28419975,50.22478256,59.2745824,65.91824794,70.41669962,73.31923493,75.1460658,76.28466622,76.99383584,77.43756038,77.71727636,77.89519076,78.00944984
C7,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05
C8,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05
C9,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05
C10,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05
C11,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05
C12,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05
D1,1.11E-22,9.93E-18,7.84E-15,8.92E-13,3.51E-11,7.04E-10,8.90E-09,8.01E-08,5.56E-07,3.15E-06,1.51E-05,6.32E-05,0.000235924,0.000798613,0.002485099,0.007186286,0.01948304,0.049881986,0.121317505,0.281584184,0.625781242,1.333677148,2.723585311,5.307139234,9.781973745,16.8283911,26.60765821,38.23017306,49.90177376,59.90939621,67.46299066,72.67635629,76.08101707,78.23906167,79.5892038,80.43160633,80.95896573,81.29132819,81.50258761,81.63813596
D2,6.26E-21,2.30E-16,1.08E-13,8.45E-12,2.49E-10,3.96E-09,4.10E-08,3.11E-07,1.85E-06,9.16E-06,3.89E-05,0.000145403,0.000489481,0.001505942,0.004287279,0.011407538,0.028599808,0.068009415,0.154215499,0.334837954,0.69810517,1.399363769,2.694614711,4.96635661,8.699526265,14.33533247,21.96688724,31.03467636,40.38267434,48.79067545,55.53008563,60.48596867,63.9259869,66.23243661,67.75099544,68.74357261,69.39208994,69.817399,70.09804657,70.28462878
D3,1.07E-22,9.28E-18,7.17E-15,8.02E-13,3.11E-11,6.19E-10,7.75E-09,6.93E-08,4.78E-07,2.69E-06,1.28E-05,5.35E-05,0.000198679,0.000669774,0.002076204,0.005982387,0.016164723,0.041256162,0.100045203,0.23158974,0.51348178,1.092415407,2.229078462,4.347011167,8.039216232,13.92654358,22.26291753,32.44408294,42.9927412,52.31798416,59.5418196,64.62791707,67.99734581,70.15450142,71.51353765,72.36572895,72.90119509,73.2396393,73.45526963,73.59389896
D4,1.77E-16,1.41E-12,2.71E-10,1.13E-08,2.03E-07,2.16E-06,1.59E-05,9.00E-05,0.000414464,0.00162409,0.005586482,0.017254512,0.048676536,0.1270716,0.309999253,0.711687476,1.543754928,3.165492255,6.112278339,11.01773116,18.31294262,27.74177706,38.131365,47.89039261,55.87171038,61.75215476,65.79541513,68.46569904,70.19445046,71.30607567,72.02171339,72.48509386,72.78763992,72.98707995,73.11989197,73.20924664,73.26997555,73.31165829,73.34054201,73.36074079
D5,4.71E-17,5.25E-13,1.22E-10,5.85E-09,1.18E-07,1.36E-06,1.08E-05,6.52E-05,0.000317829,0.001310302,0.004719045,0.01520001,0.04457015,0.120598958,0.304229772,0.720775551,1.610539952,3.395513331,6.725007648,12.3883583,20.92605502,31.98164553,44.02115006,55.06542623,63.82459902,70.07128855,74.23527889,76.90936022,78.59802917,79.66006488,80.33023354,80.75629528,81.02978483,81.20721403,81.323593,81.40076784,81.45249585,81.48752863,81.51149213,81.52804112
D6,1.25E-15,6.70E-12,1.02E-09,3.59E-08,5.69E-07,5.45E-06,3.68E-05,0.00019226,0.000827006,0.003049951,0.009930841,0.029172238,0.078578845,0.196495605,0.460371473,1.01703491,2.125733147,4.203379026,7.830857532,13.63142081,21.93222683,32.31554668,43.50562376,53.92443936,62.47959434,68.86857924,73.34608699,76.36754782,78.36739922,79.68160394,80.54557154,81.11633108,81.49620357,81.75126134,81.92413429,82.04243478,82.12416624,82.18116219,82.2212696,82.2497396
D7,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05
D8,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05
D9,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05
D10,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05
D11,4.49E-34,2.74E-27,2.55E-23,1.67E-20,2.56E-18,1.56E-16,5.04E-15,1.02E-13,1.45E-12,1.56E-11,1.34E-10,9.52E-10,5.79E-09,3.08E-08,1.46E-07,6.24E-07,2.45E-06,8.88E-06,3.00E-05,9.54E-05,0.000286647,0.000818027,0.002228105,0.005815216,0.014593261,0.035317287,0.082634619,0.187299464,0.411772579,0.878187115,1.813809959,3.611082422,6.866299013,12.2849432,20.28465595,30.36414647,40.9280181,50.15396853,57.07162532,61.72295587
D12,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05,1.08E-05
E1,9.28E-31,1.25E-24,4.79E-21,1.67E-18,1.57E-16,6.44E-15,1.48E-13,2.25E-12,2.47E-11,2.11E-10,1.47E-09,8.65E-09,4.41E-08,1.99E-07,8.12E-07,3.02E-06,1.04E-05,3.32E-05,9.99E-05,0.000283943,0.000766633,0.001976377,0.004884898,0.011616863,0.026662943,0.059219057,0.127556977,0.266912253,0.543115652,1.074693626,2.064909146,3.838067032,6.853547468,11.63269969,18.5140294,27.26825243,36.90005207,46.01900679,53.55822302,59.15938055
E2,4.29E-32,1.09E-25,6.08E-22,2.77E-19,3.19E-17,1.54E-15,4.10E-14,7.03E-13,8.62E-12,8.11E-11,6.16E-10,3.92E-09,2.15E-08,1.04E-07,4.52E-07,1.79E-06,6.49E-06,2.19E-05,6.92E-05,0.000206008,0.000581731,0.001565235,0.004030109,0.00996664,0.02375073,0.054689614,0.121964462,0.263890898,0.554517042,1.131484758,2.237642122,4.268712159,7.787661527,13.40807171,21.43173859,31.34780406,41.73897582,50.98712529,58.15042989,63.158706
E3,3.54E-34,2.33E-27,2.27E-23,1.53E-20,2.40E-18,1.49E-16,4.90E-15,1.01E-13,1.45E-12,1.58E-11,1.37E-10,9.83E-10,6.02E-09,3.23E-08,1.54E-07,6.64E-07,2.62E-06,9.57E-06,3.26E-05,0.000104078,0.000314263,0.000901351,0.00246685,0.006467892,0.016302386,0.039618482,0.093063663,0.211700221,0.466858752,0.997851406,2.062075985,4.095420185,7.729946671,13.62854428,21.98601178,31.93987328,41.72208512,49.75590807,55.48438188,59.19778361
E4,2.78E-27,1.64E-21,3.87E-18,9.60E-16,6.91E-14,2.27E-12,4.36E-11,5.64E-10,5.39E-09,4.06E-08,2.52E-07,1.34E-06,6.19E-06,2.56E-05,9.61E-05,0.000331138,0.001058183,0.003164143,0.008916674,0.023823681,0.060652921,0.147741137,0.345364081,0.776073783,1.675738849,3.464170022,6.797768716,12.4767011,21.00105948,31.83718923,43.20488455,53.08292705,60.43252564,65.33780691,68.40332614,70.25446897,71.35652381,72.01106468,72.40146612,72.63613565
