,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
D8,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
D9,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
D10,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
D11,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
D12,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
E1,1.95E-22,1.40E-17,9.66E-15,9.99E-13,3.65E-11,6.91E-10,8.31E-09,7.16E-08,4.78E-07,2.62E-06,1.22E-05,4.95E-05,0.000180039,0.000594887,0.001809967,0.005125024,0.013623173,0.034238494,0.081836761,0.186909174,0.409373556,0.861798573,1.744750547,3.390844339,6.293808548,11.05653246,18.15510048,27.50678439,38.15381731,48.55359482,57.38176426,64.08105826,68.7788606,71.91386508,73.9491958,75.25400261,76.08777563,76.62184232,76.96588478,77.18918261
E2,8.35E-23,7.27E-18,5.64E-15,6.33E-13,2.47E-11,4.91E-10,6.17E-09,5.52E-08,3.81E-07,2.15E-06,1.03E-05,4.28E-05,0.000159156,0.000537006,0.001666008,0.004804176,0.012990938,0.033181526,0.080534154,0.186632759,0.414494601,0.884293515,1.813354303,3.567495798,6.697777099,11.88623037,19.67636028,29.9684099,41.65273477,52.96995171,62.45842982,69.557343,74.46524152,77.69740442,79.77081766,81.08575743,81.91780085,82.44597106,82.7833656,83.00061969
E3,5.30E-22,3.12E-17,1.93E-14,1.84E-12,6.33E-11,1.14E-09,1.31E-08,1.09E-07,7.03E-07,3.73E-06,1.69E-05,6.71E-05,0.000238736,0.000772643,0.002305837,0.006412201,0.016757722,0.041446831,0.097572688,0.219649009,0.474468609,0.985622051,1.969924443,3.781140304,6.935290911,12.05026624,19.60080912,29.48703823,40.72810228,51.75161107,61.18701129,68.4253021,73.56123783,77.02867696,79.30461545,80.77855409,81.72929623,82.34364277,82.74267077,83.00368355
E4,1.67E-27,8.62E-22,1.90E-18,4.46E-16,3.08E-14,9.82E-13,1.83E-11,2.31E-10,2.16E-09,1.60E-08,9.74E-08,5.08E-07,2.32E-06,9.48E-06,3.51E-05,0.000119513,0.000377717,0.001117745,0.003119102,0.008257179,0.020842836,0.050381473,0.117036748,0.26201434,0.566346969,1.182550957,2.381694778,4.605816613,8.477534812,14.65236676,23.39479172,34.04364951,45.00230302,54.58246532,61.89683684,66.96269347,70.26116585,72.33602773,73.62019418,74.41111317
E5,2.29E-26,7.21E-21,1.19E-17,2.27E-15,1.34E-13,3.73E-12,6.23E-11,7.14E-10,6.14E-09,4.21E-08,2.40E-07,1.17E-06,5.07E-06,1.96E-05,6.92E-05,0.00022477,0.00068014,0.001931792,0.005185527,0.013231143,0.032246928,0.075377676,0.169557185,0.367973397,0.771640599,1.563759112,3.056523925,5.733411708,10.2287781,17.132458,26.54890495,37.65351703,48.82824085,58.50407466,65.90907581,71.09469185,74.52595882,76.72457504,78.11174113,78.98262677
E6,6.16E-28,3.92E-22,9.73E-19,2.49E-16,1.84E-14,6.20E-13,1.21E-11,1.59E-10,1.54E-09,1.17E-08,7.37E-08,3.94E-07,1.85E-06,7.70E-06,2.91E-05,0.000101113,0.00032541,0.000979555,0.002778032,0.007467983,0.019128132,0.046886387,0.110385164,0.250333629,0.547929925,1.158285729,2.36165282,4.624101582,8.619309554,15.08675006,24.37788012,35.83671477,47.72641209,58.15078295,66.09393641,71.56557709,75.10234274,77.30917734,78.6637951,79.4913492
E7,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
E8,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
E9,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
E10,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
E11,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
E12,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
F1,8.92E-20,2.56E-15,1.04E-12,7.36E-11,2.01E-09,2.98E-08,2.93E-07,2.12E-06,1.21E-05,5.76E-05,0.0002364,0.00085765,0.002806344,0.008409634,0.023359138,0.060722836,0.148857092,0.346129343,0.766443371,1.618969519,3.258035929,6.213527873,11.1189411,18.41632525,27.86360796,38.28174012,48.04883282,55.99368019,61.79703413,65.74345714,68.31685892,69.95996962,71.00113352,71.66121593,72.08189173,72.35209748,72.52725083,72.64190121,72.71769514,72.76829584
F2,1.09E-20,4.70E-16,2.42E-13,2.03E-11,6.30E-10,1.04E-08,1.12E-07,8.75E-07,5.36E-06,2.72E-05,0.000117791,0.000449688,0.001542099,0.00482632,0.013959867,0.037693884,0.095780011,0.230473486,0.527561723,1.151580158,2.396277279,4.73342248,8.794929326,15.15782509,23.85930328,33.96144962,43.82347739,52.04769798,58.11297047,62.22870966,64.88678461,66.56066645,67.60463431,68.25554588,68.6634501,68.92112172,69.08544288,69.19130072,69.26020271,69.30551116
F3,1.18E-18,1.92E-14,5.59E-12,3.13E-10,7.10E-09,9.11E-08,7.87E-07,5.10E-06,2.65E-05,0.000115822,0.00043954,0.001485147,0.004551757,0.012837858,0.033701441,0.083094067,0.193799006,0.429873262,0.910154191,1.842250567,3.560908251,6.543486421,11.3377649,18.31962792,27.31045992,37.36315796,47.08856115,55.34767404,61.67399531,66.18087906,69.24846825,71.2841206,72.6194377,73.49294429,74.06585318,74.44378534,74.69498433,74.86336546,74.97723594,75.05493344
F4,3.59E-16,2.19E-12,3.58E-10,1.33E-08,2.20E-07,2.18E-06,1.52E-05,8.12E-05,0.000357076,0.001343039,0.004451668,0.013292432,0.036353335,0.092229968,0.219191677,0.491519012,1.044969964,2.110735427,4.046347255,7.326720701,12.42566309,19.53552284,28.23987559,37.48296123,46.03013156,53.05110433,58.32387836,62.05101305,64.59092866,66.28887766,67.41537894,68.16255266,68.66019591,68.99388051,69.21945228,69.37328965,69.47916054,69.55268385,69.60419925,69.64060793
F5,1.14E-17,1.45E-13,3.67E-11,1.86E-09,3.91E-08,4.70E-07,3.85E-06,2.38E-05,0.000118673,0.000499572,0.001833545,0.00600894,0.017904697,0.049187088,0.125933608,0.302974023,0.688887868,1.484929722,3.033555291,5.846515356,10.53026588,17.49337279,26.47391496,36.32318402,45.50802487,52.95269504,58.38486271,62.08392704,64.50420372,66.05717246,67.04722136,67.67928666,68.08520692,68.34809069,68.51998814,68.63353707,68.70931602,68.76040261,68.7951836,68.81908965
F6,2.05E-15,8.73E-12,1.16E-09,3.71E-08,5.46E-07,4.92E-06,3.15E-05,0.000157665,0.000652053,0.002321648,0.007322869,0.020896679,0.05481272,0.133772724,0.306586008,0.664322112,1.366953349,2.675832408,4.977096534,8.75675863,14.46414205,22.23354972,31.59579441,41.48628098,50.68557112,58.35406026,64.23069653,68.47982308,71.44281683,73.46814807,74.840441,75.7688334,76.39879089,76.82868448,77.12418034,77.32893569,77.47201185,77.57283974,77.64449283,77.6958317
F7,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
F8,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
F9,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
F10,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
F11,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
F12,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
G1,7.98E-23,6.46E-18,4.80E-15,5.23E-13,1.99E-11,3.89E-10,4.80E-09,4.23E-08,2.89E-07,1.61E-06,7.61E-06,3.14E-05,0.000115975,0.000388252,0.00119575,0.003424672,0.009201631,0.023362678,0.056388751,0.130018749,0.287508842,0.611416171,1.252210108,2.468730598,4.670793711,8.425468522,14.34184933,22.74358009,33.22007173,44.49208112,54.95507556,63.49111079,69.79893652,74.15654052,77.04593579,78.92026158,80.12487863,80.8979987,81.39584335,81.7183772
G2,1.57E-23,1.79E-18,1.62E-15,2.03E-13,8.60E-12,1.84E-10,2.45E-09,2.30E-08,1.66E-07,9.76E-07,4.84E-06,2.08E-05,7.99E-05,0.000277497,0.000883903,0.00261253,0.00723035,0.018877397,0.046783844,0.110619261,0.250558497,0.54527006,1.141872674,2.300232918,4.44346149,8.175023413,14.16603571,22.79688963,33.63860023,45.28547378,55.98618061,64.57265892,70.79380529,75.00498991,77.74329263,79.48758937,80.58995251,81.28650319,81.72855138,82.01102554
G3,1.41E-23,1.68E-18,1.57E-15,2.02E-13,8.69E-12,1.88E-10,2.54E-09,2.41E-08,1.76E-07,1.04E-06,5.20E-06,2.25E-05,8.70E-05,0.000303666,0.000972406,0.002888413,0.008031202,0.021060437,0.052409984,0.124402957,0.282791678,0.617397432,1.296353402,2.615965788,5.054436531,9.278411623,15.98637321,25.47333958,37.08259238,49.16843418,59.92150264,68.30731405,74.24657977,78.19977552,80.73947422,82.343378,83.35067552,83.98415202,84.38467556,84.63982966
G4,2.67E-33,1.70E-26,1.63E-22,1.08E-19,1.68E-17,1.04E-15,3.38E-14,6.91E-13,9.89E-12,1.07E-10,9.23E-10,6.60E-09,4.03E-08,2.15E-07,1.02E-06,4.40E-06,1.73E-05,6.30E-05,0.000213968,0.000682118,0.002054916,0.005880699,0.016059156,0.042009463,0.105605523,0.255730591,0.597282975,1.344626304,2.906350115,5.975460857,11.48956089,20.16548508,31.53771835,43.52590187,53.71034506,60.97011214,65.56562037,68.28237359,69.83583688,70.71342216
G5,1.27E-29,1.55E-23,5.62E-20,1.89E-17,1.72E-15,6.87E-14,1.55E-12,2.31E-11,2.50E-10,2.10E-09,1.45E-08,8.40E-08,4.24E-07,1.90E-06,7.65E-06,2.82E-05,9.62E-05,0.000305507,0.000911651,0.002571993,0.006897859,0.017667999,0.043392557,0.102528134,0.233676555,0.514632927,1.095740708,2.252181835,4.448283953,8.366145937,14.76827331,24.02895326,35.47630807,47.31114823,57.59320772,65.32869494,70.58190476,73.92925435,75.98944173,77.23771171
G6,3.91E-29,3.92E-23,1.27E-19,3.93E-17,3.36E-15,1.27E-13,2.75E-12,3.94E-11,4.12E-10,3.37E-09,2.25E-08,1.28E-07,6.29E-07,2.76E-06,1.09E-05,3.95E-05,0.000132185,0.000413081,0.00121373,0.00337432,0.008924044,0.022554886,0.054691053,0.127642657,0.287457709,0.625668484,1.316476567,2.672820186,5.209391225,9.652667616,16.75378516,26.76106876,38.79189425,50.91614129,61.24739821,68.93052108,74.1243544,77.43526245,79.48015024,80.7255967
G7,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
G8,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
G9,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
G10,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
G11,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
G12,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
H1,5.28E-16,3.20E-12,5.22E-10,1.94E-08,3.20E-07,3.17E-06,2.20E-05,0.000117665,0.000516903,0.001942558,0.006433968,0.019198142,0.052471014,0.133040326,0.315993898,0.708162924,1.504560404,3.036655603,5.815367659,10.51510279,17.79905175,27.91554824,40.24054718,53.25886471,65.23584992,75.03198808,82.36499373,87.53671881,91.05591522,93.40642902,94.96509657,95.99866235,96.68699861,97.14856042,97.46060597,97.67344546,97.8199445,97.92169989,97.99300935,98.04341677
H2,9.99E-17,9.00E-13,1.85E-10,8.11E-09,1.52E-07,1.67E-06,1.26E-05,7.31E-05,0.000343343,0.001370431,0.004793276,0.015032371,0.04301112,0.11378242,0.281149302,0.65377398,1.437645967,2.994930529,5.898718476,10.91231498,18.75581691,29.57751453,42.42962017,55.43694388,66.78047172,75.55202202,81.78174791,85.9772945,88.72209318,90.49504472,91.63732507,92.37586185,92.85669352,93.17251297,93.38197099,93.52228775,93.61723361,93.68211417,93.72687513,93.75804119
H3,1.20E-17,1.71E-13,4.61E-11,2.44E-09,5.31E-08,6.58E-07,5.52E-06,3.49E-05,0.000177218,0.000758596,0.002826616,0.009392075,0.028342051,0.078774503,0.203863562,0.495257856,1.135662267,2.464087001,5.051416147,9.721080228,17.35583825,28.32547343,41.77178849,55.62193755,67.72298412,76.97484817,83.41657117,87.6518521,90.35326814,92.05484628,93.12481842,93.80070517,94.23108504,94.5078265,94.68766578,94.80580212,94.88424159,94.93687071,94.97254104,94.99695333
H4,3.16E-18,5.49E-14,1.66E-11,9.53E-10,2.21E-08,2.88E-07,2.52E-06,1.65E-05,8.68E-05,0.000382781,0.001465092,0.004988996,0.015399655,0.043715368,0.115420995,0.285932022,0.668921607,1.483830901,3.124474488,6.228237659,11.66452281,20.27320687,32.23442851,46.42711201,60.6493675,72.83773236,82.05876904,88.45729698,92.66969192,95.36705409,97.07478486,98.15452285,98.8402706,99.27916364,99.56271271,99.74776916,99.86980541,99.95111727,100.0058439,100.0430388
H5,8.25E-19,1.93E-14,6.96E-12,4.53E-10,1.16E-08,1.63E-07,1.53E-06,1.06E-05,5.88E-05,0.000271265,0.001082162,0.003827014,0.012231131,0.035858058,0.09756258,0.248591629,0.59717767,1.35815807,2.927375338,5.960710716,11.36736213,20.01943523,32.03956248,46.11650844,59.87483632,71.2921407,79.64269052,85.25722648,88.85233058,91.09991914,92.49359909,93.3587336,93.89916497,94.23983584,94.45683155,94.59657141,94.68755752,94.74744533,94.78728122,94.81404944
H6,5.65E-18,8.71E-14,2.45E-11,1.34E-09,2.99E-08,3.78E-07,3.23E-06,2.07E-05,0.000106546,0.000461425,0.001737548,0.005829362,0.017748733,0.049747164,0.12979313,0.317937628,0.73579761,1.614915197,3.363964589,6.629634128,12.26325342,21.02768882,32.96690972,46.85419649,60.53255901,72.11138537,80.81209525,86.83683316,90.807666,93.35827923,94.97989417,96.0100445,96.66754287,97.09046147,97.3650453,97.54512349,97.66444222,97.74431264,97.79831244,97.83517531
H7,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
H8,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
H9,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
H10,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06,9.57E-06
